"","NDI","site_no","SITE_CODE","STATION","mergeOn","lat","lon"
"6302","12272",NA,"364733N1194816W001","","364733N1194816W001",39.61,-121.82
"6303","12273",NA,"364734N1201382W001","","364734N1201382W001",39.61,-121.82
"6304","12275",NA,"364735N1217328W001","","364735N1217328W001",39.61,-121.82
"6305","12276",NA,"364736N1192415W001","","364736N1192415W001",39.61,-121.82
"6306","12279",NA,"364738N1199416W001","","364738N1199416W001",39.61,-121.82
"6307","12280",NA,"364739N1196227W001","","364739N1196227W001",39.61,-121.82
"6308","12281",NA,"364741N1201939W001","","364741N1201939W001",39.61,-121.82
"6309","12282",NA,"364743N1198877W001","","364743N1198877W001",39.61,-121.82
"6310","12284",NA,"364743N1199863W001","","364743N1199863W001",39.61,-121.82
"6311","12285",NA,"364750N1197488W001","","364750N1197488W001",39.61,-121.82
"6312","12286",NA,"364752N1191662W001","","364752N1191662W001",39.61,-121.82
"6313","12287",NA,"364757N1198646W001","","364757N1198646W001",39.61,-121.82
"6314","12288",NA,"364769N1202474W001","","364769N1202474W001",39.61,-121.82
"6315","12289",NA,"364782N1197632W001","","364782N1197632W001",39.61,-121.82
"6316","12290",NA,"364782N1198210W001","","364782N1198210W001",39.61,-121.82
"6317","12291",NA,"364782N1198471W001","","364782N1198471W001",39.61,-121.82
"6318","12292",NA,"364788N1191653W001","","364788N1191653W001",39.61,-121.82
"6319","12293",NA,"364791N1191206W001","","364791N1191206W001",39.61,-121.82
"6320","12294",NA,"364792N1217397W001","","364792N1217397W001",39.61,-121.82
"6321","12295",NA,"364797N1203379W001","","364797N1203379W001",39.61,-121.82
"6322","12296",NA,"364806N1202568W001","","364806N1202568W001",39.61,-121.82
"6323","12297",NA,"364806N1203093W001","","364806N1203093W001",39.61,-121.82
"6324","12298",NA,"364806N1203203W001","","364806N1203203W001",39.61,-121.82
"6325","12299",NA,"364813N1198968W001","","364813N1198968W001",39.61,-121.82
"6326","12300",NA,"364814N1201249W001","","364814N1201249W001",39.61,-121.82
"6327","12301",NA,"364816N1197785W001","","364816N1197785W001",39.61,-121.82
"6328","12302",NA,"364816N1197888W001","","364816N1197888W001",39.61,-121.82
"6329","12303",NA,"364817N1197357W001","","364817N1197357W001",39.61,-121.82
"6330","12304",NA,"364821N1197710W001","","364821N1197710W001",39.61,-121.82
"6331","12305",NA,"364828N1203749W001","","364828N1203749W001",39.61,-121.82
"6332","12306",NA,"364829N1192861W001","","364829N1192861W001",39.61,-121.82
"6333","12307",NA,"364852N1192192W001","","364852N1192192W001",39.61,-121.82
"6334","12308",NA,"364857N1198038W001","","364857N1198038W001",39.61,-121.82
"6335","12309",NA,"364861N1192478W001","","364861N1192478W001",39.61,-121.82
"6336","12310",NA,"364864N1192981W001","","364864N1192981W001",39.61,-121.82
"6337","12312",NA,"364867N1203113W001","","364867N1203113W001",39.61,-121.82
"6338","12313",NA,"364868N1198788W001","","364868N1198788W001",39.61,-121.82
"6339","12314",NA,"364869N1202799W001","","364869N1202799W001",39.61,-121.82
"6340","12315",NA,"364869N1203282W001","","364869N1203282W001",39.61,-121.82
"6341","12317",NA,"364870N1202430W001","","364870N1202430W001",39.61,-121.82
"6342","12319",NA,"364872N1203607W001","","364872N1203607W001",39.61,-121.82
"6343","12321",NA,"364875N1192870W001","","364875N1192870W001",39.61,-121.82
"6344","12322",NA,"364875N1193932W001","","364875N1193932W001",39.61,-121.82
"6345","12323",NA,"364875N1201703W001","","364875N1201703W001",39.61,-121.82
"6346","12324",NA,"364875N1202246W001","","364875N1202246W001",39.61,-121.82
"6347","12325",NA,"364876N1201883W001","","364876N1201883W001",39.61,-121.82
"6348","12326",NA,"364877N1201848W001","","364877N1201848W001",39.61,-121.82
"6349","12327",NA,"364878N1194210W001","","364878N1194210W001",39.61,-121.82
"6350","12330",NA,"364879N1201609W001","","364879N1201609W001",39.61,-121.82
"6351","12331",NA,"364880N1200857W001","","364880N1200857W001",39.61,-121.82
"6352","12332",NA,"364880N1201428W001","","364880N1201428W001",39.61,-121.82
"6353","12334",NA,"364881N1192390W001","","364881N1192390W001",39.61,-121.82
"6354","12335",NA,"364881N1194399W001","","364881N1194399W001",39.61,-121.82
"6355","12337",NA,"364881N1201485W001","","364881N1201485W001",39.61,-121.82
"6356","12340",NA,"364883N1202977W001","","364883N1202977W001",39.61,-121.82
"6357","12341",NA,"364883N1214684W001","","364883N1214684W001",39.61,-121.79
"6358","12343",NA,"364884N1201218W001","","364884N1201218W001",39.61,-121.79
"6359","12344",NA,"364886N1195393W001","","364886N1195393W001",39.61,-121.79
"6360","12345",NA,"364889N1196118W001","","364889N1196118W001",39.61,-121.79
"6361","12346",NA,"364889N1196477W001","","364889N1196477W001",39.61,-121.79
"6362","12347",NA,"364889N1197193W001","","364889N1197193W001",39.61,-121.79
"6363","12349",NA,"364891N1197549W001","","364891N1197549W001",39.61,-121.79
"6364","12351",NA,"364892N1194941W001","","364892N1194941W001",39.61,-121.79
"6365","12352",NA,"364893N1198907W001","","364893N1198907W001",39.61,-121.77
"6366","12353",NA,"364893N1200127W001","","364893N1200127W001",39.61,-121.77
"6367","12354",NA,"364900N1194300W001","","364900N1194300W001",39.61,-121.77
"6368","12355",NA,"364900N1195000W001","","364900N1195000W001",39.61,-121.77
"6369","12356",NA,"364900N1200200W001","","364900N1200200W001",39.61,-121.77
"6370","12357",NA,"364902N1197907W001","","364902N1197907W001",39.61,-121.76
"6371","12358",NA,"364906N1203802W001","","364906N1203802W001",39.62,-122.19
"6372","12359",NA,"364908N1196971W001","","364908N1196971W001",39.62,-122.19
"6373","12361",NA,"364914N1179144W001","","364914N1179144W001",39.62,-122.19
"6374","12363",NA,"364916N1198366W001","","364916N1198366W001",39.62,-122.19
"6375","12364",NA,"364916N1199307W001","","364916N1199307W001",39.62,-122.19
"6376","12365",NA,"364921N1198721W001","","364921N1198721W001",39.62,-122.19
"6377","12366",NA,"364921N1217493W001","","364921N1217493W001",39.62,-122.19
"6378","12367",NA,"364924N1198991W001","","364924N1198991W001",39.62,-122.19
"6379","12368",NA,"364926N1202893W001","","364926N1202893W001",39.62,-122.19
"6380","12369",NA,"364928N1193724W001","","364928N1193724W001",39.62,-122.19
"6381","12370",NA,"364930N1192142W001","","364930N1192142W001",39.62,-122.19
"6382","12371",NA,"364932N1198216W001","","364932N1198216W001",39.62,-122.19
"6383","12372",NA,"364938N1200618W001","","364938N1200618W001",39.62,-122.19
"6384","12376",NA,"364941N1203432W001","","364941N1203432W001",39.62,-122.19
"6385","12378",NA,"364943N1202713W001","","364943N1202713W001",39.62,-122.19
"6386","12380",NA,"364944N1202338W001","","364944N1202338W001",39.62,-122.19
"6387","12381",NA,"364944N1203738W001","","364944N1203738W001",39.62,-122.19
"6388","12382",NA,"364947N1202616W002","","364947N1202616W002",39.62,-122.19
"6389","12383",NA,"364947N1204160W001","","364947N1204160W001",39.62,-122.19
"6390","12385",NA,"364958N1195121W001","","364958N1195121W001",39.62,-122.19
"6391","12386",NA,"364960N1197554W001","","364960N1197554W001",39.62,-122.19
"6392","12387",NA,"364966N1198038W001","","364966N1198038W001",39.62,-122.19
"6393","12388",NA,"364967N1197193W001","","364967N1197193W001",39.62,-122.19
"6394","12389",NA,"364974N1198899W001","","364974N1198899W001",39.62,-122.19
"6395","12390",NA,"364974N1203529W001","","364974N1203529W001",39.62,-122.19
"6396","12391",NA,"364975N1192501W001","","364975N1192501W001",39.62,-122.19
"6397","12392",NA,"364977N1197735W001","","364977N1197735W001",39.62,-122.19
"6398","12394",NA,"364997N1194682W001","","364997N1194682W001",39.62,-122.19
"6399","12395",NA,"365000N1201100W001","","365000N1201100W001",39.62,-122.19
"6400","12396",NA,"365000N1202432W001","","365000N1202432W001",39.62,-122.19
"6401","12397",NA,"365003N1192545W001","","365003N1192545W001",39.62,-122.19
"6402","12398",NA,"365003N1194935W001","","365003N1194935W001",39.62,-122.19
"6403","12399",NA,"365005N1191870W001","","365005N1191870W001",39.62,-122.19
"6404","12400",NA,"365007N1198102W001","","365007N1198102W001",39.62,-122.19
"6405","12401",NA,"365008N1192801W001","","365008N1192801W001",39.62,-122.19
"6406","12403",NA,"365009N1203434W001","","365009N1203434W001",39.62,-122.19
"6407","12404",NA,"365011N1192976W001","","365011N1192976W001",39.62,-122.19
"6408","12405",NA,"365014N1203074W001","","365014N1203074W001",39.62,-122.19
"6409","12406",NA,"365017N1202255W001","","365017N1202255W001",39.62,-122.19
"6410","12408",NA,"365019N1202252W001","","365019N1202252W001",39.62,-122.19
"6411","12409",NA,"365019N1202891W001","","365019N1202891W001",39.62,-122.19
"6412","12410",NA,"365020N1201520W001","","365020N1201520W001",39.62,-122.19
"6413","12414",NA,"365022N1194085W001","","365022N1194085W001",39.62,-122.19
"6414","12415",NA,"365022N1202066W001","","365022N1202066W001",39.62,-122.19
"6415","12417",NA,"365024N1201313W001","","365024N1201313W001",39.62,-122.19
"6416","12419",NA,"365027N1201157W001","","365027N1201157W001",39.62,-122.19
"6417","12421",NA,"365031N1194749W001","","365031N1194749W001",39.62,-122.19
"6418","12422",NA,"365031N1204346W001","","365031N1204346W001",39.62,-122.19
"6419","12423",NA,"365032N1198549W001","","365032N1198549W001",39.62,-122.19
"6420","12424",NA,"365032N1198704W001","","365032N1198704W001",39.62,-122.19
"6421","12425",NA,"365035N1198363W001","","365035N1198363W001",39.62,-122.19
"6422","12426",NA,"365035N1199127W001","","365035N1199127W001",39.62,-122.19
"6423","12427",NA,"365036N1197449W001","","365036N1197449W001",39.62,-122.19
"6424","12430",NA,"365039N1201882W001","","365039N1201882W001",39.62,-122.19
"6425","12431",NA,"365043N1200977W001","","365043N1200977W001",39.62,-122.19
"6426","12432",NA,"365053N1202888W001","","365053N1202888W001",39.62,-122.19
"6427","12433",NA,"365054N1204069W001","","365054N1204069W001",39.62,-122.19
"6428","12434",NA,"365058N1193952W001","","365058N1193952W001",39.62,-122.19
"6429","12435",NA,"365071N1199693W001","","365071N1199693W001",39.62,-122.19
"6430","12436",NA,"365076N1202801W001","","365076N1202801W001",39.62,-122.19
"6431","12437",NA,"365079N1203527W001","","365079N1203527W001",39.62,-122.19
"6432","12440",NA,"365082N1201338W001","","365082N1201338W001",39.62,-122.19
"6433","12441",NA,"365088N1198635W001","","365088N1198635W001",39.62,-122.19
"6434","12442",NA,"365089N1193588W001","","365089N1193588W001",39.62,-122.19
"6435","12443",NA,"365089N1202616W001","","365089N1202616W001",39.62,-122.19
"6436","12444",NA,"365089N1203338W001","","365089N1203338W001",39.62,-122.19
"6437","12446",NA,"365094N1194302W001","","365094N1194302W001",39.62,-122.19
"6438","12447",NA,"365094N1202249W001","","365094N1202249W001",39.62,-122.19
"6439","12448",NA,"365100N1199200W001","","365100N1199200W001",39.62,-122.19
"6440","12449",NA,"365105N1198066W001","","365105N1198066W001",39.62,-122.19
"6441","12450",NA,"365106N1202960W001","","365106N1202960W001",39.62,-122.19
"6442","12452",NA,"365122N1214080W001","","365122N1214080W001",39.62,-122.19
"6443","12453",NA,"365128N1193679W001","","365128N1193679W001",39.62,-122.19
"6444","12454",NA,"365132N1197554W001","","365132N1197554W001",39.62,-122.19
"6445","12455",NA,"365132N1199138W001","","365132N1199138W001",39.62,-122.19
"6446","12456",NA,"365133N1204343W001","","365133N1204343W001",39.62,-122.19
"6447","12457",NA,"365136N1194491W001","","365136N1194491W001",39.62,-122.19
"6448","12458",NA,"365142N1192690W001","","365142N1192690W001",39.62,-122.19
"6449","12459",NA,"365143N1198529W001","","365143N1198529W001",39.62,-122.19
"6450","12460",NA,"365143N1198874W001","","365143N1198874W001",39.62,-122.19
"6451","12461",NA,"365144N1193777W001","","365144N1193777W001",39.62,-122.19
"6452","12462",NA,"365150N1197327W001","","365150N1197327W001",39.62,-122.19
"6453","12463",NA,"365150N1202800W001","","365150N1202800W001",39.62,-122.19
"6454","12464",NA,"365153N1192731W001","","365153N1192731W001",39.62,-122.19
"6455","12465",NA,"365153N1202038W001","","365153N1202038W001",39.62,-122.19
"6456","12466",NA,"365158N1203338W001","","365158N1203338W001",39.62,-122.19
"6457","12468",NA,"365159N1204228W001","","365159N1204228W001",39.62,-122.19
"6458","12469",NA,"365160N1192601W001","","365160N1192601W001",39.62,-122.19
"6459","12472",NA,"365161N1202704W001","","365161N1202704W001",39.62,-122.19
"6460","12473",NA,"365161N1202893W001","","365161N1202893W001",39.62,-122.19
"6461","12474",NA,"365161N1202980W001","","365161N1202980W001",39.62,-122.19
"6462","12476",NA,"365161N1203218W001","","365161N1203218W001",39.62,-122.19
"6463","12481",NA,"365162N1203520W001","","365162N1203520W001",39.62,-122.19
"6464","12483",NA,"365164N1202434W001","","365164N1202434W001",39.62,-122.19
"6465","12484",NA,"365164N1204069W001","","365164N1204069W001",39.62,-122.19
"6466","12485",NA,"365165N1202066W001","","365165N1202066W001",39.62,-122.19
"6467","12487",NA,"365167N1201827W001","","365167N1201827W001",39.62,-122.19
"6468","12488",NA,"365167N1214328W001","","365167N1214328W001",39.62,-122.19
"6469","12489",NA,"365170N1201160W001","","365170N1201160W001",39.62,-122.19
"6470","12490",NA,"365170N1201337W001","","365170N1201337W001",39.62,-122.19
"6471","12494",NA,"365178N1194846W001","","365178N1194846W001",39.62,-122.19
"6472","12495",NA,"365178N1201702W001","","365178N1201702W001",39.62,-122.19
"6473","12496",NA,"365179N1198633W001","","365179N1198633W001",39.62,-122.19
"6474","12497",NA,"365180N1198363W001","","365180N1198363W001",39.62,-122.19
"6475","12498",NA,"365180N1199129W001","","365180N1199129W001",39.62,-122.19
"6476","12499",NA,"365183N1195396W001","","365183N1195396W001",39.62,-122.19
"6477","12500",NA,"365183N1195754W001","","365183N1195754W001",39.62,-122.19
"6478","12501",NA,"365183N1196471W001","","365183N1196471W001",39.62,-122.19
"6479","12502",NA,"365183N1196827W001","","365183N1196827W001",39.62,-122.19
"6480","12503",NA,"365183N1197185W001","","365183N1197185W001",39.62,-122.19
"6481","12504",NA,"365185N1197904W001","","365185N1197904W001",39.62,-122.19
"6482","12505",NA,"365185N1198263W001","","365185N1198263W001",39.62,-122.19
"6483","12506",NA,"365205N1201516W001","","365205N1201516W001",39.62,-122.19
"6484","12507",NA,"365208N1203708W001","","365208N1203708W001",39.62,-122.19
"6485","12509",NA,"365216N1197577W001","","365216N1197577W001",39.62,-122.19
"6486","12511",NA,"365225N1218113W001","","365225N1218113W001",39.62,-122.19
"6487","12513",NA,"365230N1203434W001","","365230N1203434W001",39.62,-122.19
"6488","12514",NA,"365231N1192959W001","","365231N1192959W001",39.62,-122.19
"6489","12515",NA,"365231N1203071W001","","365231N1203071W001",39.62,-122.19
"6490","12518",NA,"365233N1202610W001","","365233N1202610W001",39.62,-122.19
"6491","12520",NA,"365235N1199902W001","","365235N1199902W001",39.62,-122.19
"6492","12522",NA,"365236N1193591W001","","365236N1193591W001",39.62,-122.19
"6493","12523",NA,"365239N1194088W001","","365239N1194088W001",39.62,-122.19
"6494","12527",NA,"365242N1202246W001","","365242N1202246W001",39.62,-122.19
"6495","12528",NA,"365244N1218276W001","","365244N1218276W001",39.62,-122.19
"6496","12529",NA,"365246N1200349W001","","365246N1200349W001",39.62,-122.19
"6497","12530",NA,"365263N1198885W001","","365263N1198885W001",39.62,-122.19
"6498","12531",NA,"365270N1204334W001","","365270N1204334W001",39.62,-122.19
"6499","12532",NA,"365273N1218469W001","","365273N1218469W001",39.62,-122.19
"6500","12534",NA,"365277N1200713W001","","365277N1200713W001",39.62,-122.19
"6501","12535",NA,"365283N1194482W001","","365283N1194482W001",39.62,-122.19
"6502","12536",NA,"365285N1199318W001","","365285N1199318W001",39.62,-122.19
"6503","12537",NA,"365291N1218306W001","","365291N1218306W001",39.62,-122.19
"6504","12538",NA,"365293N1192645W001","","365293N1192645W001",39.62,-122.19
"6505","12539",NA,"365297N1194079W001","","365297N1194079W001",39.62,-122.19
"6506","12540",NA,"365300N1194688W001","","365300N1194688W001",39.62,-122.19
"6507","12541",NA,"365300N1200900W001","","365300N1200900W001",39.62,-122.19
"6508","12542",NA,"365300N1202620W001","","365300N1202620W001",39.62,-122.19
"6509","12544",NA,"365303N1203079W001","","365303N1203079W001",39.62,-122.19
"6510","12545",NA,"365303N1203613W001","","365303N1203613W001",39.62,-122.19
"6511","12546",NA,"365303N1203974W001","","365303N1203974W001",39.62,-122.19
"6512","12549",NA,"365305N1202797W001","","365305N1202797W001",39.62,-122.19
"6513","12551",NA,"365306N1202657W001","","365306N1202657W001",39.62,-122.19
"6514","12553",NA,"365306N1203520W001","","365306N1203520W001",39.62,-122.19
"6515","12554",NA,"365306N1203692W001","","365306N1203692W001",39.62,-122.19
"6516","12555",NA,"365307N1202529W001","","365307N1202529W001",39.62,-122.19
"6517","12560",NA,"365310N1203890W001","","365310N1203890W001",39.62,-122.19
"6518","12561",NA,"365311N1202046W001","","365311N1202046W001",39.62,-122.19
"6519","12562",NA,"365311N1203810W001","","365311N1203810W001",39.62,-122.19
"6520","12563",NA,"365312N1201338W001","","365312N1201338W001",39.62,-122.19
"6521","12565",NA,"365314N1193385W001","","365314N1193385W001",39.62,-122.19
"6522","12566",NA,"365314N1201203W001","","365314N1201203W001",39.62,-122.19
"6523","12567",NA,"365314N1201732W001","","365314N1201732W001",39.62,-122.19
"6524","12568",NA,"365314N1202060W001","","365314N1202060W001",39.62,-122.19
"6525","12569",NA,"365314N1202432W001","","365314N1202432W001",39.62,-122.19
"6526","12572",NA,"365319N1194641W002","","365319N1194641W002",39.62,-122.19
"6527","12573",NA,"365319N1194913W001","","365319N1194913W001",39.62,-122.19
"6528","12574",NA,"365324N1202249W001","","365324N1202249W001",39.62,-122.19
"6529","12576",NA,"365340N1203339W001","","365340N1203339W001",39.62,-122.19
"6530","12578",NA,"365342N1218706W001","","365342N1218706W001",39.62,-122.19
"6531","12581",NA,"365372N1203885W001","","365372N1203885W001",39.62,-122.19
"6532","12584",NA,"365377N1202886W001","","365377N1202886W001",39.62,-122.19
"6533","12585",NA,"365378N1202624W001","","365378N1202624W001",39.62,-122.19
"6534","12587",NA,"365380N1203249W001","","365380N1203249W001",39.62,-122.19
"6535","12588",NA,"365380N1203521W001","","365380N1203521W001",39.62,-122.19
"6536","12589",NA,"365380N1218680W001","","365380N1218680W001",39.62,-122.19
"6537","12590",NA,"365381N1202429W001","","365381N1202429W001",39.62,-122.19
"6538","12591",NA,"365381N1203792W001","","365381N1203792W001",39.62,-122.19
"6539","12592",NA,"365381N1204163W001","","365381N1204163W001",39.62,-122.19
"6540","12593",NA,"365383N1202071W001","","365383N1202071W001",39.62,-122.19
"6541","12594",NA,"365383N1202175W001","","365383N1202175W001",39.62,-122.19
"6542","12595",NA,"365383N1204616W001","","365383N1204616W001",39.62,-122.19
"6543","12599",NA,"365385N1219172W001","","365385N1219172W001",39.62,-122.19
"6544","12600",NA,"365386N1193593W001","","365386N1193593W001",39.62,-122.19
"6545","12601",NA,"365388N1192506W001","","365388N1192506W001",39.62,-122.19
"6546","12602",NA,"365388N1192692W001","","365388N1192692W001",39.62,-122.19
"6547","12603",NA,"365388N1201257W001","","365388N1201257W001",39.62,-122.19
"6548","12604",NA,"365391N1201360W001","","365391N1201360W001",39.62,-122.19
"6549","12605",NA,"365392N1193074W001","","365392N1193074W001",39.62,-122.19
"6550","12606",NA,"365396N1200077W001","","365396N1200077W001",39.62,-122.19
"6551","12607",NA,"365396N1218805W001","","365396N1218805W001",39.62,-122.19
"6552","12608",NA,"365400N1200000W001","","365400N1200000W001",39.62,-122.19
"6553","12609",NA,"365402N1218956W001","","365402N1218956W001",39.62,-122.19
"6554","12611",NA,"365403N1180129W002","","365403N1180129W002",39.62,-122.19
"6555","12612",NA,"365407N1204524W001","","365407N1204524W001",39.62,-122.19
"6556","12613",NA,"365411N1193232W001","","365411N1193232W001",39.62,-122.19
"6557","12614",NA,"365411N1203702W001","","365411N1203702W001",39.62,-122.19
"6558","12615",NA,"365421N1198996W001","","365421N1198996W001",39.62,-122.19
"6559","12616",NA,"365422N1202538W001","","365422N1202538W001",39.62,-122.19
"6560","12617",NA,"365435N1198916W001","","365435N1198916W001",39.62,-122.19
"6561","12618",NA,"365438N1203705W001","","365438N1203705W001",39.62,-122.19
"6562","12620",NA,"365442N1204066W001","","365442N1204066W001",39.62,-122.19
"6563","12622",NA,"365444N1215220W001","","365444N1215220W001",39.62,-122.19
"6564","12624",NA,"365447N1193041W001","","365447N1193041W001",39.62,-122.19
"6565","12627",NA,"365449N1201216W001","","365449N1201216W001",39.62,-122.19
"6566","12630",NA,"365450N1194504W001","","365450N1194504W001",39.62,-122.19
"6567","12633",NA,"365450N1202706W001","","365450N1202706W001",39.62,-122.19
"6568","12634",NA,"365450N1202975W001","","365450N1202975W001",39.62,-122.19
"6569","12635",NA,"365450N1202977W001","","365450N1202977W001",39.62,-122.19
"6570","12636",NA,"365450N1203344W001","","365450N1203344W001",39.62,-122.19
"6571","12639",NA,"365451N1204614W001","","365451N1204614W001",39.62,-122.19
"6572","12640",NA,"365452N1202255W001","","365452N1202255W001",39.62,-122.19
"6573","12641",NA,"365452N1203705W001","","365452N1203705W001",39.62,-122.19
"6574","12642",NA,"365452N1203796W001","","365452N1203796W001",39.62,-122.19
"6575","12643",NA,"365452N1204440W001","","365452N1204440W001",39.62,-122.19
"6576","12644",NA,"365453N1202127W001","","365453N1202127W001",39.62,-122.19
"6577","12645",NA,"365453N1202338W001","","365453N1202338W001",39.62,-122.19
"6578","12647",NA,"365453N1202580W001","","365453N1202580W001",39.62,-122.19
"6579","12650",NA,"365453N1203888W001","","365453N1203888W001",39.62,-122.19
"6580","12653",NA,"365456N1202804W001","","365456N1202804W001",39.62,-122.19
"6581","12654",NA,"365456N1205738W001","","365456N1205738W001",39.62,-122.19
"6582","12655",NA,"365457N1203329W001","","365457N1203329W001",39.62,-122.19
"6583","12657",NA,"365463N1199268W001","","365463N1199268W001",39.62,-122.19
"6584","12658",NA,"365464N1195041W001","","365464N1195041W001",39.62,-122.19
"6585","12659",NA,"365466N1198274W001","","365466N1198274W001",39.62,-122.19
"6586","12660",NA,"365467N1196113W001","","365467N1196113W001",39.62,-122.19
"6587","12661",NA,"365468N1197557W001","","365468N1197557W001",39.62,-122.19
"6588","12662",NA,"365469N1196471W001","","365469N1196471W001",39.62,-122.19
"6589","12663",NA,"365469N1196827W001","","365469N1196827W001",39.62,-122.19
"6590","12664",NA,"365469N1197191W001","","365469N1197191W001",39.62,-122.19
"6591","12665",NA,"365471N1198554W001","","365471N1198554W001",39.62,-122.19
"6592","12667",NA,"365481N1193499W001","","365481N1193499W001",39.62,-122.19
"6593","12669",NA,"365500N1194116W001","","365500N1194116W001",39.62,-122.19
"6594","12670",NA,"365500N1194500W001","","365500N1194500W001",39.62,-122.19
"6595","12671",NA,"365500N1195400W001","","365500N1195400W001",39.62,-122.19
"6596","12672",NA,"365505N1199899W001","","365505N1199899W001",39.62,-122.19
"6597","12673",NA,"365513N1192370W001","","365513N1192370W001",39.62,-122.19
"6598","12675",NA,"365520N1203610W001","","365520N1203610W001",39.62,-122.19
"6599","12676",NA,"365522N1203431W001","","365522N1203431W001",39.62,-122.19
"6600","12677",NA,"365522N1203518W001","","365522N1203518W001",39.62,-122.19
"6601","12679",NA,"365524N1202799W001","","365524N1202799W001",39.62,-122.19
"6602","12681",NA,"365525N1193410W001","","365525N1193410W001",39.62,-122.19
"6603","12682",NA,"365525N1202233W001","","365525N1202233W001",39.62,-122.19
"6604","12683",NA,"365525N1203113W001","","365525N1203113W001",39.62,-122.19
"6605","12684",NA,"365525N1203977W001","","365525N1203977W001",39.62,-122.19
"6606","12686",NA,"365527N1200624W001","","365527N1200624W001",39.62,-122.19
"6607","12687",NA,"365527N1204793W001","","365527N1204793W001",39.62,-122.19
"6608","12688",NA,"365528N1202704W001","","365528N1202704W001",39.62,-122.19
"6609","12689",NA,"365536N1204157W001","","365536N1204157W001",39.62,-122.19
"6610","12690",NA,"365542N1194807W001","","365542N1194807W001",39.62,-122.19
"6611","12691",NA,"365543N1199535W001","","365543N1199535W001",39.62,-122.19
"6612","12692",NA,"365550N1215465W001","","365550N1215465W001",39.62,-122.19
"6613","12695",NA,"365557N1192867W001","","365557N1192867W001",39.62,-122.19
"6614","12696",NA,"365561N1193582W001","","365561N1193582W001",39.62,-122.19
"6615","12698",NA,"365571N1200163W001","","365571N1200163W001",39.62,-122.19
"6616","12699",NA,"365577N1199099W001","","365577N1199099W001",39.62,-122.19
"6617","12701",NA,"365591N1193007W001","","365591N1193007W001",39.62,-122.19
"6618","12702",NA,"365592N1193224W001","","365592N1193224W001",39.62,-122.19
"6619","12703",NA,"365592N1203345W001","","365592N1203345W001",39.62,-122.19
"6620","12704",NA,"365594N1202977W001","","365594N1202977W001",39.62,-122.19
"6621","12705",NA,"365594N1203066W001","","365594N1203066W001",39.62,-122.19
"6622","12708",NA,"365594N1203525W001","","365594N1203525W001",39.62,-122.19
"6623","12711",NA,"365596N1202263W001","","365596N1202263W001",39.62,-122.19
"6624","12712",NA,"365596N1202435W001","","365596N1202435W001",39.62,-122.19
"6625","12713",NA,"365596N1202615W001","","365596N1202615W001",39.62,-122.19
"6626","12715",NA,"365596N1203613W001","","365596N1203613W001",39.62,-122.19
"6627","12716",NA,"365597N1193718W001","","365597N1193718W001",39.62,-122.19
"6628","12717",NA,"365597N1202724W001","","365597N1202724W001",39.62,-122.19
"6629","12718",NA,"365597N1203703W001","","365597N1203703W001",39.62,-122.19
"6630","12720",NA,"365598N1203892W001","","365598N1203892W001",39.62,-122.19
"6631","12721",NA,"365598N1204794W001","","365598N1204794W001",39.62,-122.19
"6632","12722",NA,"365599N1204070W001","","365599N1204070W001",39.62,-122.19
"6633","12725",NA,"365600N1193400W001","","365600N1193400W001",39.62,-122.19
"6634","12726",NA,"365600N1203804W001","","365600N1203804W001",39.62,-122.19
"6635","12728",NA,"365600N1203980W001","","365600N1203980W001",39.62,-122.19
"6636","12729",NA,"365600N1204243W002","","365600N1204243W002",39.62,-122.19
"6637","12731",NA,"365604N1204968W001","","365604N1204968W001",39.62,-122.19
"6638","12732",NA,"365606N1204635W001","","365606N1204635W001",39.62,-122.19
"6639","12733",NA,"365608N1217494W001","","365608N1217494W001",39.62,-122.19
"6640","12735",NA,"365610N1200391W001","","365610N1200391W001",39.62,-122.19
"6641","12736",NA,"365616N1198824W001","","365616N1198824W001",39.62,-122.19
"6642","12738",NA,"365628N1203129W001","","365628N1203129W001",39.62,-122.19
"6643","12739",NA,"365630N1202797W002","","365630N1202797W002",39.62,-122.19
"6644","12741",NA,"365631N1203338W001","","365631N1203338W001",39.62,-122.19
"6645","12742",NA,"365632N1192417W001","","365632N1192417W001",39.62,-122.19
"6646","12744",NA,"365642N1202068W001","","365642N1202068W001",39.62,-122.19
"6647","12746",NA,"365652N1202265W001","","365652N1202265W001",39.62,-122.19
"6648","12747",NA,"365655N1200977W001","","365655N1200977W001",39.62,-122.19
"6649","12749",NA,"365668N1203617W001","","365668N1203617W001",39.62,-122.19
"6650","12750",NA,"365669N1202252W001","","365669N1202252W001",39.62,-122.19
"6651","12751",NA,"365669N1204154W001","","365669N1204154W001",39.62,-122.19
"6652","12754",NA,"365671N1200818W001","","365671N1200818W001",39.62,-122.19
"6653","12755",NA,"365672N1203527W001","","365672N1203527W001",39.62,-122.19
"6654","12756",NA,"365672N1204702W001","","365672N1204702W001",39.62,-122.19
"6655","12757",NA,"365673N1204429W001","","365673N1204429W001",39.62,-122.19
"6656","12761",NA,"365677N1200210W001","","365677N1200210W001",39.62,-122.19
"6657","12762",NA,"365680N1199902W001","","365680N1199902W001",39.62,-122.19
"6658","12763",NA,"365680N1217073W001","","365680N1217073W001",39.62,-122.19
"6659","12767",NA,"365693N1217546W001","","365693N1217546W001",39.62,-122.19
