"","NDI","site_no","SITE_CODE","STATION","mergeOn","lat","lon"
"3505","8330",NA,"351658N1192001W001","","351658N1192001W001",39.58,-121.75
"3506","8331",NA,"351664N1188813W001","","351664N1188813W001",39.58,-121.75
"3507","8332",NA,"351676N1191106W001","","351676N1191106W001",39.58,-121.75
"3508","8333",NA,"351680N1189685W001","","351680N1189685W001",39.58,-121.75
"3509","8334",NA,"351691N1190330W001","","351691N1190330W001",39.58,-121.75
"3510","8335",NA,"351694N1190530W001","","351694N1190530W001",39.58,-121.75
"3511","8340",NA,"351719N1190748W001","","351719N1190748W001",39.58,-121.75
"3512","8341",NA,"351736N1190405W001","","351736N1190405W001",39.58,-121.75
"3513","8342",NA,"351737N1190050W001","","351737N1190050W001",39.58,-121.75
"3514","8344",NA,"351742N1191584W001","","351742N1191584W001",39.58,-121.75
"3515","8345",NA,"351742N1191791W001","","351742N1191791W001",39.58,-121.75
"3516","8346",NA,"351750N1191757W001","","351750N1191757W001",39.58,-121.75
"3517","8347",NA,"351750N1192368W001","","351750N1192368W001",39.58,-121.75
"3518","8348",NA,"351787N1192001W001","","351787N1192001W001",39.58,-121.75
"3519","8349",NA,"351794N1190403W001","","351794N1190403W001",39.58,-121.75
"3520","8350",NA,"351795N1191322W001","","351795N1191322W001",39.58,-121.7
"3521","8351",NA,"351796N1191471W001","","351796N1191471W001",39.58,-121.7
"3522","8352",NA,"351806N1191824W001","","351806N1191824W001",39.58,-121.7
"3523","8353",NA,"351811N1192358W001","","351811N1192358W001",39.58,-121.7
"3524","8355",NA,"351858N1191115W001","","351858N1191115W001",39.58,-121.7
"3525","8356",NA,"351858N1191260W001","","351858N1191260W001",39.58,-121.7
"3526","8357",NA,"351867N1190820W001","","351867N1190820W001",39.58,-121.7
"3527","8358",NA,"351867N1190926W001","","351867N1190926W001",39.58,-121.7
"3528","8359",NA,"351898N1192361W001","","351898N1192361W001",39.58,-121.7
"3529","8360",NA,"351906N1187884W001","","351906N1187884W001",39.58,-121.7
"3530","8364",NA,"351921N1190045W001","","351921N1190045W001",39.58,-121.7
"3531","8367",NA,"351940N1189693W001","","351940N1189693W001",39.58,-121.7
"3532","8368",NA,"351941N1190312W001","","351941N1190312W001",39.58,-121.7
"3533","8369",NA,"351941N1190444W001","","351941N1190444W001",39.58,-121.7
"3534","8370",NA,"351944N1187973W001","","351944N1187973W001",39.58,-121.7
"3535","8371",NA,"351944N1188423W001","","351944N1188423W001",39.58,-121.7
"3536","8372",NA,"351952N1188813W001","","351952N1188813W001",39.58,-121.7
"3537","8373",NA,"351952N1189182W001","","351952N1189182W001",39.58,-121.7
"3538","8374",NA,"351952N1192291W001","","351952N1192291W001",39.58,-121.7
"3539","8375",NA,"351953N1193550W001","","351953N1193550W001",39.58,-121.7
"3540","8379",NA,"351956N1194020W001","","351956N1194020W001",39.58,-121.7
"3541","8380",NA,"351961N1187902W001","","351961N1187902W001",39.58,-121.7
"3542","8381",NA,"351976N1192358W001","","351976N1192358W001",39.58,-121.7
"3543","8382",NA,"352001N1206071W001","","352001N1206071W001",39.58,-121.7
"3544","8383",NA,"352006N1191784W001","","352006N1191784W001",39.58,-121.7
"3545","8384",NA,"352011N1190926W001","","352011N1190926W001",39.58,-121.7
"3546","8385",NA,"352014N1192172W001","","352014N1192172W001",39.58,-121.7
"3547","8386",NA,"352015N1192094W001","","352015N1192094W001",39.58,-121.7
"3548","8389",NA,"352027N1188996W001","","352027N1188996W001",39.58,-121.7
"3549","8390",NA,"352027N1189557W001","","352027N1189557W001",39.58,-121.7
"3550","8394",NA,"352068N1194477W002","","352068N1194477W002",39.58,-121.7
"3551","8395",NA,"352070N1191156W001","","352070N1191156W001",39.58,-121.7
"3552","8396",NA,"352071N1194564W002","","352071N1194564W002",39.58,-121.7
"3553","8397",NA,"352080N1188710W001","","352080N1188710W001",39.58,-121.7
"3554","8398",NA,"352080N1189699W001","","352080N1189699W001",39.58,-121.7
"3555","8399",NA,"352083N1189855W001","","352083N1189855W001",39.58,-121.7
"3556","8400",NA,"352083N1190362W001","","352083N1190362W001",39.58,-121.7
"3557","8401",NA,"352083N1190528W001","","352083N1190528W001",39.58,-121.7
"3558","8402",NA,"352083N1191203W001","","352083N1191203W001",39.58,-121.7
"3559","8404",NA,"352086N1188524W001","","352086N1188524W001",39.58,-121.7
"3560","8405",NA,"352086N1189853W001","","352086N1189853W001",39.58,-121.7
"3561","8407",NA,"352086N1192783W001","","352086N1192783W001",39.58,-121.7
"3562","8408",NA,"352088N1192520W001","","352088N1192520W001",39.58,-121.7
"3563","8409",NA,"352091N1194029W001","","352091N1194029W001",39.58,-121.7
"3564","8411",NA,"352102N1189582W001","","352102N1189582W001",39.58,-121.7
"3565","8412",NA,"352103N1191820W001","","352103N1191820W001",39.58,-121.7
"3566","8413",NA,"352108N1192338W001","","352108N1192338W001",39.58,-121.7
"3567","8414",NA,"352111N1191287W001","","352111N1191287W001",39.58,-121.7
"3568","8415",NA,"352125N1191992W001","","352125N1191992W001",39.58,-121.7
"3569","8416",NA,"352128N1191553W001","","352128N1191553W001",39.58,-121.7
"3570","8417",NA,"352139N1189268W001","","352139N1189268W001",39.58,-121.7
"3571","8418",NA,"352144N1193890W001","","352144N1193890W001",39.58,-121.7
"3572","8419",NA,"352147N1187724W001","","352147N1187724W001",39.58,-121.7
"3573","8420",NA,"352155N1177501W001","","352155N1177501W001",39.58,-121.7
"3574","8422",NA,"352200N1192037W001","","352200N1192037W001",39.58,-121.7
"3575","8423",NA,"352220N1190000W001","","352220N1190000W001",39.58,-121.7
"3576","8424",NA,"352225N1189857W001","","352225N1189857W001",39.58,-121.7
"3577","8425",NA,"352227N1189632W001","","352227N1189632W001",39.58,-121.7
"3578","8426",NA,"352231N1192098W001","","352231N1192098W001",39.58,-121.7
"3579","8428",NA,"352233N1191281W001","","352233N1191281W001",39.58,-121.7
"3580","8429",NA,"352236N1192724W001","","352236N1192724W001",39.58,-121.7
"3581","8430",NA,"352249N1193536W001","","352249N1193536W001",39.58,-121.7
"3582","8432",NA,"352264N1190782W001","","352264N1190782W001",39.58,-121.7
"3583","8433",NA,"352274N1193482W001","","352274N1193482W001",39.58,-121.7
"3584","8434",NA,"352275N1191545W001","","352275N1191545W001",39.58,-121.7
"3585","8435",NA,"352294N1192865W001","","352294N1192865W001",39.58,-121.7
"3586","8437",NA,"352296N1193432W001","","352296N1193432W001",39.58,-121.7
"3587","8442",NA,"352311N1187790W001","","352311N1187790W001",39.58,-121.7
"3588","8443",NA,"352347N1192413W001","","352347N1192413W001",39.58,-121.7
"3589","8444",NA,"352353N1191548W001","","352353N1191548W001",39.58,-121.7
"3590","8445",NA,"352369N1189428W001","","352369N1189428W001",39.58,-121.7
"3591","8450",NA,"352379N1189681W001","","352379N1189681W001",39.58,-121.7
"3592","8452",NA,"352382N1190022W001","","352382N1190022W001",39.58,-121.7
"3593","8453",NA,"352383N1192126W001","","352383N1192126W001",39.58,-121.7
"3594","8454",NA,"352389N1189485W001","","352389N1189485W001",39.58,-121.7
"3595","8456",NA,"352410N1190280W001","","352410N1190280W001",39.58,-121.7
"3596","8457",NA,"352411N1191545W001","","352411N1191545W001",39.58,-121.7
"3597","8460",NA,"352430N1191660W001","","352430N1191660W001",39.58,-121.7
"3598","8461",NA,"352431N1190834W001","","352431N1190834W001",39.58,-121.7
"3599","8463",NA,"352440N1189020W001","","352440N1189020W001",39.58,-121.7
"3600","8464",NA,"352450N1188701W001","","352450N1188701W001",39.58,-121.7
"3601","8466",NA,"352452N1188243W001","","352452N1188243W001",39.58,-121.7
"3602","8467",NA,"352453N1188473W001","","352453N1188473W001",39.58,-121.7
"3603","8468",NA,"352453N1192087W001","","352453N1192087W001",39.58,-121.7
"3604","8470",NA,"352466N1192607W001","","352466N1192607W001",39.58,-121.7
"3605","8471",NA,"352486N1188787W001","","352486N1188787W001",39.58,-121.7
"3606","8472",NA,"352486N1191542W001","","352486N1191542W001",39.58,-121.7
"3607","8475",NA,"352510N1191160W001","","352510N1191160W001",39.58,-121.7
"3608","8477",NA,"352514N1189503W001","","352514N1189503W001",39.58,-121.7
"3609","8479",NA,"352519N1189810W001","","352519N1189810W001",39.58,-121.7
"3610","8480",NA,"352522N1188329W001","","352522N1188329W001",39.58,-121.7
"3611","8482",NA,"352535N1191291W001","","352535N1191291W001",39.58,-121.7
"3612","8497",NA,"352572N1190784W001","","352572N1190784W001",39.58,-121.7
"3613","8498",NA,"352575N1190057W001","","352575N1190057W001",39.58,-121.7
"3614","8499",NA,"352577N1180107W001","","352577N1180107W001",39.58,-121.7
"3615","8505",NA,"352583N1188816W001","","352583N1188816W001",39.58,-121.7
"3616","8507",NA,"352597N1189866W001","","352597N1189866W001",39.58,-121.7
"3617","8508",NA,"352597N1191640W001","","352597N1191640W001",39.58,-121.7
"3618","8509",NA,"352603N1190442W001","","352603N1190442W001",39.58,-121.7
"3619","8511",NA,"352605N1188932W001","","352605N1188932W001",39.58,-121.7
"3620","8518",NA,"352620N1166945W001","","352620N1166945W001",39.58,-121.7
"3621","8522",NA,"352639N1188412W001","","352639N1188412W001",39.58,-121.7
"3622","8533",NA,"352664N1190928W001","","352664N1190928W001",39.58,-121.7
"3623","8534",NA,"352666N1189861W001","","352666N1189861W001",39.58,-121.7
"3624","8535",NA,"352669N1188246W001","","352669N1188246W001",39.58,-121.7
"3625","8536",NA,"352669N1188787W001","","352669N1188787W001",39.58,-121.7
"3626","8538",NA,"352669N1191142W001","","352669N1191142W001",39.58,-121.7
"3627","8540",NA,"352672N1188609W001","","352672N1188609W001",39.58,-121.7
"3628","8541",NA,"352673N1165980W001","","352673N1165980W001",39.58,-121.7
"3629","8543",NA,"352673N1192138W001","","352673N1192138W001",39.58,-121.7
"3630","8550",NA,"352696N1166347W001","","352696N1166347W001",39.58,-121.7
"3631","8552",NA,"352706N1190367W001","","352706N1190367W001",39.58,-121.7
"3632","8558",NA,"352739N1190470W001","","352739N1190470W001",39.58,-121.7
"3633","8559",NA,"352742N1192567W001","","352742N1192567W001",39.58,-121.7
"3634","8561",NA,"352747N1189435W001","","352747N1189435W001",39.58,-121.7
"3635","8562",NA,"352747N1191538W001","","352747N1191538W001",39.58,-121.7
"3636","8563",NA,"352761N1190742W001","","352761N1190742W001",39.58,-121.7
"3637","8564",NA,"352761N1192853W001","","352761N1192853W001",39.58,-121.7
"3638","8565",NA,"352786N1188462W001","","352786N1188462W001",39.58,-121.7
"3639","8566",NA,"352786N1192476W001","","352786N1192476W001",39.58,-121.7
"3640","8567",NA,"352800N1189080W001","","352800N1189080W001",39.58,-121.7
"3641","8568",NA,"352800N1191570W001","","352800N1191570W001",39.58,-121.7
"3642","8569",NA,"352811N1191106W001","","352811N1191106W001",39.58,-121.7
"3643","8570",NA,"352814N1191302W001","","352814N1191302W001",39.58,-121.7
"3644","8571",NA,"352814N1191396W001","","352814N1191396W001",39.58,-121.7
"3645","8572",NA,"352814N1191657W001","","352814N1191657W001",39.58,-121.7
"3646","8573",NA,"352815N1190029W001","","352815N1190029W001",39.58,-121.7
"3647","8574",NA,"352816N1191552W001","","352816N1191552W001",39.58,-121.7
"3648","8575",NA,"352817N1192606W001","","352817N1192606W001",39.58,-121.7
"3649","8576",NA,"352830N1179546W001","","352830N1179546W001",39.58,-121.7
"3650","8577",NA,"352832N1166603W001","","352832N1166603W001",39.58,-121.7
"3651","8582",NA,"352875N1190576W001","","352875N1190576W001",39.58,-121.7
"3652","8584",NA,"352883N1191856W001","","352883N1191856W001",39.58,-121.7
"3653","8585",NA,"352886N1191117W001","","352886N1191117W001",39.58,-121.7
"3654","8587",NA,"352889N1188787W001","","352889N1188787W001",39.58,-121.7
"3655","8588",NA,"352889N1191517W001","","352889N1191517W001",39.58,-121.7
"3656","8589",NA,"352889N1191655W001","","352889N1191655W001",39.58,-121.7
"3657","8593",NA,"352908N1192437W001","","352908N1192437W001",39.58,-121.7
"3658","8594",NA,"352909N1196295W002","","352909N1196295W002",39.58,-121.7
"3659","8596",NA,"352922N1191328W001","","352922N1191328W001",39.58,-121.7
"3660","8597",NA,"352925N1188520W001","","352925N1188520W001",39.58,-121.7
"3661","8598",NA,"352933N1193011W001","","352933N1193011W001",39.58,-121.7
"3662","8599",NA,"352936N1192703W001","","352936N1192703W001",39.58,-121.7
"3663","8601",NA,"352955N1188532W001","","352955N1188532W001",39.58,-121.7
"3664","8602",NA,"352958N1188807W001","","352958N1188807W001",39.58,-121.7
"3665","8603",NA,"352958N1189702W001","","352958N1189702W001",39.58,-121.7
"3666","8605",NA,"352961N1189509W001","","352961N1189509W001",39.58,-121.7
"3667","8606",NA,"352961N1189633W001","","352961N1189633W001",39.58,-121.7
"3668","8607",NA,"352961N1191568W001","","352961N1191568W001",39.58,-121.7
"3669","8608",NA,"352962N1189772W001","","352962N1189772W001",39.58,-121.7
"3670","8610",NA,"352964N1191741W002","","352964N1191741W002",39.58,-121.7
"3671","8612",NA,"352964N1191998W001","","352964N1191998W001",39.58,-121.7
"3672","8614",NA,"352965N1193128W002","","352965N1193128W002",39.58,-121.7
"3673","8616",NA,"352967N1192895W001","","352967N1192895W001",39.58,-121.7
"3674","8620",NA,"352969N1191471W001","","352969N1191471W001",39.58,-121.7
"3675","8622",NA,"352994N1192162W001","","352994N1192162W001",39.58,-121.7
"3676","8629",NA,"353005N1192761W001","","353005N1192761W001",39.58,-121.7
"3677","8633",NA,"353014N1193281W001","","353014N1193281W001",39.58,-121.7
"3678","8634",NA,"353019N1188967W001","","353019N1188967W001",39.58,-121.7
"3679","8638",NA,"353031N1192070W001","","353031N1192070W001",39.58,-121.7
"3680","8639",NA,"353033N1191124W001","","353033N1191124W001",39.58,-121.7
"3681","8640",NA,"353033N1191207W001","","353033N1191207W001",39.58,-121.7
"3682","8641",NA,"353033N1192301W001","","353033N1192301W001",39.58,-121.7
"3683","8642",NA,"353033N1192348W001","","353033N1192348W001",39.58,-121.7
"3684","8643",NA,"353034N1193243W001","","353034N1193243W001",39.58,-121.7
"3685","8647",NA,"353037N1192699W002","","353037N1192699W002",39.58,-121.7
"3686","8649",NA,"353039N1188893W001","","353039N1188893W001",39.58,-121.7
"3687","8650",NA,"353039N1191848W001","","353039N1191848W001",39.58,-121.7
"3688","8656",NA,"353069N1192965W001","","353069N1192965W001",39.58,-121.7
"3689","8657",NA,"353072N1188037W001","","353072N1188037W001",39.58,-121.7
"3690","8658",NA,"353072N1191548W001","","353072N1191548W001",39.58,-121.7
"3691","8660",NA,"353075N1188523W001","","353075N1188523W001",39.58,-121.7
"3692","8661",NA,"353075N1193184W001","","353075N1193184W001",39.58,-121.7
"3693","8662",NA,"353075N1193323W001","","353075N1193323W001",39.58,-121.7
"3694","8663",NA,"353102N1191124W001","","353102N1191124W001",39.58,-121.7
"3695","8664",NA,"353103N1188431W001","","353103N1188431W001",39.58,-121.7
"3696","8666",NA,"353106N1189510W001","","353106N1189510W001",39.58,-121.7
"3697","8668",NA,"353106N1193101W001","","353106N1193101W001",39.58,-121.7
"3698","8669",NA,"353106N1193415W001","","353106N1193415W001",39.58,-121.7
"3699","8670",NA,"353107N1189772W001","","353107N1189772W001",39.58,-121.7
"3700","8671",NA,"353108N1189641W001","","353108N1189641W001",39.58,-121.7
"3701","8674",NA,"353128N1192612W001","","353128N1192612W001",39.58,-121.7
"3702","8676",NA,"353128N1192787W002","","353128N1192787W002",39.58,-121.7
"3703","8677",NA,"353130N1193688W001","","353130N1193688W001",39.58,-121.7
"3704","8679",NA,"353147N1191367W001","","353147N1191367W001",39.58,-121.7
"3705","8680",NA,"353147N1191723W001","","353147N1191723W001",39.58,-121.7
"3706","8681",NA,"353147N1191987W001","","353147N1191987W001",39.58,-121.7
"3707","8682",NA,"353147N1192478W001","","353147N1192478W001",39.58,-121.7
"3708","8684",NA,"353150N1191815W001","","353150N1191815W001",39.58,-121.7
"3709","8685",NA,"353153N1208392W002","","353153N1208392W002",39.58,-121.7
"3710","8686",NA,"353153N1208392W003","","353153N1208392W003",39.58,-121.7
"3711","8687",NA,"353169N1175096W001","","353169N1175096W001",39.58,-121.7
"3712","8688",NA,"353177N1189866W001","","353177N1189866W001",39.58,-121.7
"3713","8689",NA,"353180N1192968W001","","353180N1192968W001",39.58,-121.7
"3714","8693",NA,"353185N1193747W001","","353185N1193747W001",39.58,-121.7
"3715","8695",NA,"353189N1193441W001","","353189N1193441W001",39.58,-121.7
"3716","8698",NA,"353214N1189767W001","","353214N1189767W001",39.58,-121.7
"3717","8699",NA,"353214N1192342W001","","353214N1192342W001",39.58,-121.7
"3718","8700",NA,"353217N1188701W001","","353217N1188701W001",39.58,-121.7
"3719","8701",NA,"353217N1191720W001","","353217N1191720W001",39.58,-121.7
"3720","8702",NA,"353217N1192742W001","","353217N1192742W001",39.58,-121.7
"3721","8703",NA,"353217N1192834W001","","353217N1192834W001",39.58,-121.7
"3722","8704",NA,"353219N1208681W001","","353219N1208681W001",39.58,-121.7
"3723","8706",NA,"353222N1193263W001","","353222N1193263W001",39.58,-121.7
"3724","8707",NA,"353222N1193587W001","","353222N1193587W001",39.58,-121.7
"3725","8712",NA,"353227N1193243W001","","353227N1193243W001",39.58,-121.7
"3726","8713",NA,"353230N1188321W001","","353230N1188321W001",39.58,-121.7
"3727","8714",NA,"353245N1192886W001","","353245N1192886W001",39.58,-121.7
"3728","8715",NA,"353247N1192534W001","","353247N1192534W001",39.58,-121.7
"3729","8716",NA,"353251N1192366W001","","353251N1192366W001",39.58,-121.7
"3730","8719",NA,"353256N1193498W001","","353256N1193498W001",39.58,-121.7
"3731","8721",NA,"353258N1193171W001","","353258N1193171W001",39.58,-121.7
"3732","8722",NA,"353258N1193441W001","","353258N1193441W001",39.58,-121.7
"3733","8723",NA,"353261N1188807W001","","353261N1188807W001",39.58,-121.7
"3734","8724",NA,"353266N1187960W001","","353266N1187960W001",39.58,-121.7
"3735","8725",NA,"353269N1188418W001","","353269N1188418W001",39.58,-121.7
"3736","8727",NA,"353277N1193257W001","","353277N1193257W001",39.58,-121.7
"3737","8728",NA,"353281N1191456W001","","353281N1191456W001",39.58,-121.7
"3738","8729",NA,"353283N1187613W001","","353283N1187613W001",39.58,-121.7
"3739","8731",NA,"353286N1191637W001","","353286N1191637W001",39.58,-121.7
"3740","8732",NA,"353286N1192342W001","","353286N1192342W001",39.58,-121.7
"3741","8734",NA,"353286N1192614W002","","353286N1192614W002",39.58,-121.7
"3742","8737",NA,"353289N1188603W001","","353289N1188603W001",39.58,-121.7
"3743","8739",NA,"353319N1192209W001","","353319N1192209W001",39.58,-121.7
"3744","8740",NA,"353319N1193623W001","","353319N1193623W001",39.58,-121.7
"3745","8742",NA,"353325N1192899W001","","353325N1192899W001",39.58,-121.7
"3746","8743",NA,"353325N1192988W001","","353325N1192988W001",39.58,-121.7
"3747","8744",NA,"353327N1193082W001","","353327N1193082W001",39.58,-121.7
"3748","8745",NA,"353328N1189409W001","","353328N1189409W001",39.58,-121.7
"3749","8746",NA,"353331N1193775W001","","353331N1193775W001",39.58,-121.7
"3750","8751",NA,"353342N1193700W003","","353342N1193700W003",39.58,-121.7
"3751","8753",NA,"353358N1208639W001","","353358N1208639W001",39.58,-121.7
"3752","8756",NA,"353361N1192073W001","","353361N1192073W001",39.58,-121.7
"3753","8758",NA,"353361N1193323W001","","353361N1193323W001",39.58,-121.7
"3754","8759",NA,"353364N1193605W002","","353364N1193605W002",39.58,-121.7
"3755","8760",NA,"353367N1193162W001","","353367N1193162W001",39.58,-121.7
"3756","8761",NA,"353375N1192410W001","","353375N1192410W001",39.58,-121.7
"3757","8762",NA,"353375N1192481W001","","353375N1192481W001",39.58,-121.7
"3758","8763",NA,"353383N1191453W001","","353383N1191453W001",39.58,-121.7
"3759","8764",NA,"353383N1191628W001","","353383N1191628W001",39.58,-121.7
"3760","8765",NA,"353394N1192816W001","","353394N1192816W001",39.58,-121.7
"3761","8767",NA,"353397N1192342W001","","353397N1192342W001",39.58,-121.7
"3762","8768",NA,"353397N1192638W001","","353397N1192638W001",39.58,-121.7
"3763","8769",NA,"353397N1192724W001","","353397N1192724W001",39.58,-121.7
"3764","8770",NA,"353400N1189504W001","","353400N1189504W001",39.58,-121.7
"3765","8772",NA,"353406N1193681W002","","353406N1193681W002",39.58,-121.7
"3766","8774",NA,"353430N1189341W001","","353430N1189341W001",39.58,-121.7
"3767","8775",NA,"353433N1191901W001","","353433N1191901W001",39.58,-121.7
"3768","8777",NA,"353439N1193009W001","","353439N1193009W001",39.58,-121.7
"3769","8778",NA,"353441N1189599W001","","353441N1189599W001",39.58,-121.7
"3770","8780",NA,"353443N1192883W002","","353443N1192883W002",39.58,-121.7
"3771","8783",NA,"353458N1193126W001","","353458N1193126W001",39.58,-121.7
"3772","8784",NA,"353464N1193684W001","","353464N1193684W001",39.58,-121.7
"3773","8787",NA,"353466N1188527W001","","353466N1188527W001",39.58,-121.7
"3774","8789",NA,"353466N1192821W001","","353466N1192821W001",39.58,-121.7
"3775","8790",NA,"353467N1193638W002","","353467N1193638W002",39.58,-121.7
"3776","8791",NA,"353480N1192730W001","","353480N1192730W001",39.58,-121.7
"3777","8792",NA,"353489N1192357W001","","353489N1192357W001",39.58,-121.7
"3778","8794",NA,"353508N1191723W001","","353508N1191723W001",39.58,-121.7
"3779","8795",NA,"353508N1191898W001","","353508N1191898W001",39.58,-121.7
"3780","8796",NA,"353508N1192078W001","","353508N1192078W001",39.58,-121.7
"3781","8797",NA,"353508N1192223W001","","353508N1192223W001",39.58,-121.7
"3782","8798",NA,"353511N1192543W001","","353511N1192543W001",39.58,-121.7
"3783","8799",NA,"353512N1189673W001","","353512N1189673W001",39.58,-121.7
"3784","8800",NA,"353522N1194385W001","","353522N1194385W001",39.58,-121.7
"3785","8801",NA,"353531N1208617W001","","353531N1208617W001",39.58,-121.7
"3786","8803",NA,"353536N1194341W002","","353536N1194341W002",39.58,-121.7
"3787","8804",NA,"353536N1194610W001","","353536N1194610W001",39.58,-121.7
"3788","8805",NA,"353539N1188990W001","","353539N1188990W001",39.58,-121.7
"3789","8806",NA,"353539N1191118W001","","353539N1191118W001",39.58,-121.7
"3790","8808",NA,"353544N1190424W001","","353544N1190424W001",39.58,-121.7
"3791","8809",NA,"353547N1194085W001","","353547N1194085W001",39.58,-121.7
"3792","8810",NA,"353553N1190751W001","","353553N1190751W001",39.58,-121.7
"3793","8811",NA,"353577N1188771W001","","353577N1188771W001",39.58,-121.7
"3794","8812",NA,"353583N1191688W001","","353583N1191688W001",39.58,-121.7
"3795","8814",NA,"353602N1179151W001","","353602N1179151W001",39.58,-121.7
"3796","8815",NA,"353618N1192169W001","","353618N1192169W001",39.58,-121.7
"3797","8817",NA,"353620N1191457W001","","353620N1191457W001",39.58,-121.7
"3798","8819",NA,"353653N1193056W001","","353653N1193056W001",39.58,-121.7
"3799","8820",NA,"353656N1194342W001","","353656N1194342W001",39.58,-121.7
"3800","8821",NA,"353672N1190192W001","","353672N1190192W001",39.58,-121.7
"3801","8822",NA,"353675N1188792W001","","353675N1188792W001",39.58,-121.7
"3802","8823",NA,"353675N1190891W001","","353675N1190891W001",39.58,-121.7
"3803","8824",NA,"353689N1188526W001","","353689N1188526W001",39.58,-121.7
"3804","8825",NA,"353689N1194430W001","","353689N1194430W001",39.58,-121.7
"3805","8827",NA,"353694N1190073W001","","353694N1190073W001",39.58,-121.7
"3806","8828",NA,"353696N1193867W001","","353696N1193867W001",39.58,-121.7
"3807","8829",NA,"353699N1192856W001","","353699N1192856W001",39.58,-121.7
"3808","8831",NA,"353711N1194041W001","","353711N1194041W001",39.58,-121.7
"3809","8832",NA,"353736N1191540W001","","353736N1191540W001",39.58,-121.7
"3810","8833",NA,"353744N1194997W001","","353744N1194997W001",39.58,-121.7
"3811","8834",NA,"353760N1192498W001","","353760N1192498W001",39.58,-121.7
"3812","8836",NA,"353776N1200943W001","","353776N1200943W001",39.58,-121.7
"3813","8837",NA,"353777N1190824W001","","353777N1190824W001",39.58,-121.7
"3814","8838",NA,"353783N1192266W001","","353783N1192266W001",39.58,-121.7
"3815","8839",NA,"353800N1192876W001","","353800N1192876W001",39.58,-121.7
"3816","8840",NA,"353814N1190559W001","","353814N1190559W001",39.58,-121.7
"3817","8841",NA,"353817N1191448W001","","353817N1191448W001",39.58,-121.7
"3818","8842",NA,"353828N1182349W001","","353828N1182349W001",39.58,-121.7
"3819","8844",NA,"353837N1193955W001","","353837N1193955W001",39.58,-121.7
"3820","8845",NA,"353838N1194215W001","","353838N1194215W001",39.58,-121.7
"3821","8846",NA,"353839N1193503W001","","353839N1193503W001",39.58,-121.7
"3822","8847",NA,"353842N1185534W001","","353842N1185534W001",39.58,-121.7
"3823","8848",NA,"353842N1194585W001","","353842N1194585W001",39.58,-121.7
"3824","8849",NA,"353844N1181509W001","","353844N1181509W001",39.58,-121.7
"3825","8850",NA,"353847N1193452W001","","353847N1193452W001",39.58,-121.7
"3826","8851",NA,"353872N1190753W001","","353872N1190753W001",39.58,-121.7
"3827","8852",NA,"353889N1206123W001","","353889N1206123W001",39.58,-121.7
"3828","8853",NA,"353894N1185331W001","","353894N1185331W001",39.58,-121.7
"3829","8854",NA,"353905N1194480W001","","353905N1194480W001",39.58,-121.7
"3830","8855",NA,"353906N1192795W001","","353906N1192795W001",39.58,-121.7
"3831","8856",NA,"353917N1190737W001","","353917N1190737W001",39.58,-121.7
"3832","8857",NA,"353919N1193510W001","","353919N1193510W001",39.58,-121.7
"3833","8858",NA,"353922N1192042W001","","353922N1192042W001",39.58,-121.7
"3834","8859",NA,"353928N1185392W001","","353928N1185392W001",39.58,-121.7
"3835","8860",NA,"353944N1192387W001","","353944N1192387W001",39.58,-121.7
"3836","8861",NA,"353972N1185117W001","","353972N1185117W001",39.58,-121.7
"3837","8862",NA,"353972N1194199W001","","353972N1194199W001",39.58,-121.7
"3838","8863",NA,"353985N1193983W001","","353985N1193983W001",39.58,-121.7
"3839","8864",NA,"353986N1193624W001","","353986N1193624W001",39.58,-121.7
"3840","8865",NA,"354021N1195011W001","","354021N1195011W001",39.58,-121.7
"3841","8866",NA,"354022N1184917W001","","354022N1184917W001",39.58,-121.7
"3842","8867",NA,"354031N1185320W001","","354031N1185320W001",39.58,-121.7
"3843","8868",NA,"354039N1191542W001","","354039N1191542W001",39.58,-121.7
"3844","8869",NA,"354047N1191995W001","","354047N1191995W001",39.58,-121.7
"3845","8870",NA,"354048N1190102W001","","354048N1190102W001",39.58,-121.7
"3846","8872",NA,"354053N1191901W001","","354053N1191901W001",39.58,-121.7
"3847","8873",NA,"354055N1184843W001","","354055N1184843W001",39.58,-121.7
"3848","8874",NA,"354056N1185326W001","","354056N1185326W001",39.58,-121.7
"3849","8875",NA,"354059N1181259W001","","354059N1181259W001",39.58,-121.7
"3850","8876",NA,"354061N1195188W001","","354061N1195188W001",39.58,-121.7
"3851","8877",NA,"354067N1192170W001","","354067N1192170W001",39.58,-121.7
"3852","8878",NA,"354091N1192007W001","","354091N1192007W001",39.58,-121.7
"3853","8879",NA,"354125N1194378W001","","354125N1194378W001",39.58,-121.7
"3854","8880",NA,"354127N1191471W001","","354127N1191471W001",39.58,-121.7
"3855","8881",NA,"354131N1194298W001","","354131N1194298W001",39.58,-121.7
"3856","8882",NA,"354133N1191820W001","","354133N1191820W001",39.58,-121.7
"3857","8883",NA,"354135N1194484W001","","354135N1194484W001",39.58,-121.7
"3858","8884",NA,"354172N1192190W001","","354172N1192190W001",39.58,-121.7
"3859","8885",NA,"354186N1192876W001","","354186N1192876W001",39.58,-121.7
"3860","8887",NA,"354189N1194216W002","","354189N1194216W002",39.58,-121.7
"3861","8888",NA,"354197N1191059W001","","354197N1191059W001",39.58,-121.7
"3862","8889",NA,"354197N1192510W001","","354197N1192510W001",39.58,-121.7
