"","NDI","mergeOn","lat","lon"
"6240","12189","364583N1202113W001",39.61,-121.82
"6241","12191","364586N1194646W001",39.61,-121.82
"6242","12192","364586N1201792W001",39.61,-121.82
"6243","12193","364586N1202027W001",39.61,-121.82
"6244","12194","364588N1201221W001",39.61,-121.82
"6245","12197","364589N1201031W001",39.61,-121.82
"6246","12198","364589N1201477W001",39.61,-121.82
"6247","12199","364589N1201571W001",39.61,-121.82
"6248","12201","364591N1200135W001",39.61,-121.82
"6249","12202","364592N1201112W001",39.61,-121.82
"6250","12203","364593N1200299W001",39.61,-121.82
"6251","12205","364594N1194832W001",39.61,-121.82
"6252","12206","364594N1195241W001",39.61,-121.82
"6253","12207","364600N1195568W001",39.61,-121.82
"6254","12208","364600N1200400W001",39.61,-121.82
"6255","12209","364601N1200850W001",39.61,-121.82
"6256","12210","364603N1197510W001",39.61,-121.82
"6257","12211","364605N1192059W001",39.61,-121.82
"6258","12212","364605N1197654W001",39.61,-121.82
"6259","12213","364614N1203563W001",39.61,-121.82
"6260","12215","364617N1202291W001",39.61,-121.82
"6261","12218","364648N1203201W001",39.61,-121.82
"6262","12219","364650N1202657W001",39.61,-121.82
"6263","12222","364656N1203654W002",39.61,-121.82
"6264","12223","364660N1201300W001",39.61,-121.82
"6265","12224","364661N1197307W001",39.61,-121.82
"6266","12225","364661N1201082W001",39.61,-121.82
"6267","12226","364661N1202029W001",39.61,-121.82
"6268","12228","364664N1194954W001",39.61,-121.82
"6269","12229","364667N1196641W001",39.61,-121.82
"6270","12230","364667N1197041W001",39.61,-121.82
"6271","12231","364668N1198257W001",39.61,-121.82
"6272","12232","364677N1198396W001",39.61,-121.82
"6273","12233","364682N1192001W001",39.61,-121.82
"6274","12234","364682N1198732W001",39.61,-121.82
"6275","12235","364682N1200646W001",39.61,-121.82
"6276","12236","364688N1197988W001",39.61,-121.82
"6277","12237","364691N1197874W001",39.61,-121.82
"6278","12238","364700N1192900W001",39.61,-121.82
"6279","12240","364700N1198400W002",39.61,-121.82
"6280","12241","364700N1199600W001",39.61,-121.82
"6281","12242","364700N1201000W001",39.61,-121.82
"6282","12244","364713N1204117W001",39.61,-121.82
"6283","12245","364718N1192151W001",39.61,-121.82
"6284","12246","364721N1203083W001",39.61,-121.82
"6285","12248","364723N1202568W001",39.61,-121.82
"6286","12249","364723N1202936W001",39.61,-121.82
"6287","12252","364724N1203157W001",39.61,-121.82
"6288","12253","364724N1203949W001",39.61,-121.82
"6289","12254","364725N1202838W001",39.61,-121.82
"6290","12255","364725N1203835W001",39.61,-121.82
"6291","12256","364726N1202479W001",39.61,-121.82
"6292","12257","364727N1200229W001",39.61,-121.82
"6293","12258","364727N1202388W001",39.61,-121.82
"6294","12259","364728N1202206W001",39.61,-121.82
"6295","12260","364728N1202654W001",39.61,-121.82
"6296","12261","364729N1202119W001",39.61,-121.82
"6297","12264","364730N1202300W001",39.61,-121.82
"6298","12265","364731N1195149W001",39.61,-121.82
"6299","12266","364731N1201748W001",39.61,-121.82
"6300","12270","364732N1201569W001",39.61,-121.82
"6301","12271","364733N1194568W001",39.61,-121.82
"6302","12272","364733N1194816W001",39.61,-121.82
"6303","12273","364734N1201382W001",39.61,-121.82
"6304","12275","364735N1217328W001",39.61,-121.82
"6305","12276","364736N1192415W001",39.61,-121.82
"6306","12279","364738N1199416W001",39.61,-121.82
"6307","12280","364739N1196227W001",39.61,-121.82
"6308","12281","364741N1201939W001",39.61,-121.82
"6309","12282","364743N1198877W001",39.61,-121.82
"6310","12284","364743N1199863W001",39.61,-121.82
"6311","12285","364750N1197488W001",39.61,-121.82
"6312","12286","364752N1191662W001",39.61,-121.82
"6313","12287","364757N1198646W001",39.61,-121.82
"6314","12288","364769N1202474W001",39.61,-121.82
"6315","12289","364782N1197632W001",39.61,-121.82
"6316","12290","364782N1198210W001",39.61,-121.82
"6317","12291","364782N1198471W001",39.61,-121.82
"6318","12292","364788N1191653W001",39.61,-121.82
"6319","12293","364791N1191206W001",39.61,-121.82
"6320","12294","364792N1217397W001",39.61,-121.82
"6321","12295","364797N1203379W001",39.61,-121.82
"6322","12296","364806N1202568W001",39.61,-121.82
"6323","12297","364806N1203093W001",39.61,-121.82
"6324","12298","364806N1203203W001",39.61,-121.82
"6325","12299","364813N1198968W001",39.61,-121.82
"6326","12300","364814N1201249W001",39.61,-121.82
"6327","12301","364816N1197785W001",39.61,-121.82
"6328","12302","364816N1197888W001",39.61,-121.82
"6329","12303","364817N1197357W001",39.61,-121.82
"6330","12304","364821N1197710W001",39.61,-121.82
"6331","12305","364828N1203749W001",39.61,-121.82
"6332","12306","364829N1192861W001",39.61,-121.82
"6333","12307","364852N1192192W001",39.61,-121.82
"6334","12308","364857N1198038W001",39.61,-121.82
"6335","12309","364861N1192478W001",39.61,-121.82
"6336","12310","364864N1192981W001",39.61,-121.82
"6337","12312","364867N1203113W001",39.61,-121.82
"6338","12313","364868N1198788W001",39.61,-121.82
"6339","12314","364869N1202799W001",39.61,-121.82
"6340","12315","364869N1203282W001",39.61,-121.82
"6341","12317","364870N1202430W001",39.61,-121.82
"6342","12319","364872N1203607W001",39.61,-121.82
"6343","12321","364875N1192870W001",39.61,-121.82
"6344","12322","364875N1193932W001",39.61,-121.82
"6345","12323","364875N1201703W001",39.61,-121.82
"6346","12324","364875N1202246W001",39.61,-121.82
"6347","12325","364876N1201883W001",39.61,-121.82
"6348","12326","364877N1201848W001",39.61,-121.82
"6349","12327","364878N1194210W001",39.61,-121.82
"6350","12330","364879N1201609W001",39.61,-121.82
"6351","12331","364880N1200857W001",39.61,-121.82
"6352","12332","364880N1201428W001",39.61,-121.82
"6353","12334","364881N1192390W001",39.61,-121.82
"6354","12335","364881N1194399W001",39.61,-121.82
"6355","12337","364881N1201485W001",39.61,-121.82
"6356","12340","364883N1202977W001",39.61,-121.82
"6357","12341","364883N1214684W001",39.61,-121.79
"6358","12343","364884N1201218W001",39.61,-121.79
"6359","12344","364886N1195393W001",39.61,-121.79
"6360","12345","364889N1196118W001",39.61,-121.79
"6361","12346","364889N1196477W001",39.61,-121.79
"6362","12347","364889N1197193W001",39.61,-121.79
"6363","12349","364891N1197549W001",39.61,-121.79
"6364","12351","364892N1194941W001",39.61,-121.79
"6365","12352","364893N1198907W001",39.61,-121.77
"6366","12353","364893N1200127W001",39.61,-121.77
"6367","12354","364900N1194300W001",39.61,-121.77
"6368","12355","364900N1195000W001",39.61,-121.77
"6369","12356","364900N1200200W001",39.61,-121.77
"6370","12357","364902N1197907W001",39.61,-121.76
"6371","12358","364906N1203802W001",39.62,-122.19
"6372","12359","364908N1196971W001",39.62,-122.19
"6373","12361","364914N1179144W001",39.62,-122.19
"6374","12363","364916N1198366W001",39.62,-122.19
"6375","12364","364916N1199307W001",39.62,-122.19
"6376","12365","364921N1198721W001",39.62,-122.19
"6377","12366","364921N1217493W001",39.62,-122.19
"6378","12367","364924N1198991W001",39.62,-122.19
"6379","12368","364926N1202893W001",39.62,-122.19
"6380","12369","364928N1193724W001",39.62,-122.19
"6381","12370","364930N1192142W001",39.62,-122.19
"6382","12371","364932N1198216W001",39.62,-122.19
"6383","12372","364938N1200618W001",39.62,-122.19
"6384","12376","364941N1203432W001",39.62,-122.19
"6385","12378","364943N1202713W001",39.62,-122.19
"6386","12380","364944N1202338W001",39.62,-122.19
"6387","12381","364944N1203738W001",39.62,-122.19
"6388","12382","364947N1202616W002",39.62,-122.19
"6389","12383","364947N1204160W001",39.62,-122.19
"6390","12385","364958N1195121W001",39.62,-122.19
"6391","12386","364960N1197554W001",39.62,-122.19
"6392","12387","364966N1198038W001",39.62,-122.19
"6393","12388","364967N1197193W001",39.62,-122.19
"6394","12389","364974N1198899W001",39.62,-122.19
"6395","12390","364974N1203529W001",39.62,-122.19
"6396","12391","364975N1192501W001",39.62,-122.19
"6397","12392","364977N1197735W001",39.62,-122.19
"6398","12394","364997N1194682W001",39.62,-122.19
"6399","12395","365000N1201100W001",39.62,-122.19
"6400","12396","365000N1202432W001",39.62,-122.19
"6401","12397","365003N1192545W001",39.62,-122.19
"6402","12398","365003N1194935W001",39.62,-122.19
"6403","12399","365005N1191870W001",39.62,-122.19
"6404","12400","365007N1198102W001",39.62,-122.19
"6405","12401","365008N1192801W001",39.62,-122.19
"6406","12403","365009N1203434W001",39.62,-122.19
"6407","12404","365011N1192976W001",39.62,-122.19
"6408","12405","365014N1203074W001",39.62,-122.19
"6409","12406","365017N1202255W001",39.62,-122.19
"6410","12408","365019N1202252W001",39.62,-122.19
"6411","12409","365019N1202891W001",39.62,-122.19
"6412","12410","365020N1201520W001",39.62,-122.19
"6413","12414","365022N1194085W001",39.62,-122.19
"6414","12415","365022N1202066W001",39.62,-122.19
"6415","12417","365024N1201313W001",39.62,-122.19
"6416","12419","365027N1201157W001",39.62,-122.19
"6417","12421","365031N1194749W001",39.62,-122.19
"6418","12422","365031N1204346W001",39.62,-122.19
"6419","12423","365032N1198549W001",39.62,-122.19
"6420","12424","365032N1198704W001",39.62,-122.19
"6421","12425","365035N1198363W001",39.62,-122.19
"6422","12426","365035N1199127W001",39.62,-122.19
"6423","12427","365036N1197449W001",39.62,-122.19
"6424","12430","365039N1201882W001",39.62,-122.19
"6425","12431","365043N1200977W001",39.62,-122.19
"6426","12432","365053N1202888W001",39.62,-122.19
"6427","12433","365054N1204069W001",39.62,-122.19
"6428","12434","365058N1193952W001",39.62,-122.19
"6429","12435","365071N1199693W001",39.62,-122.19
"6430","12436","365076N1202801W001",39.62,-122.19
"6431","12437","365079N1203527W001",39.62,-122.19
"6432","12440","365082N1201338W001",39.62,-122.19
"6433","12441","365088N1198635W001",39.62,-122.19
"6434","12442","365089N1193588W001",39.62,-122.19
"6435","12443","365089N1202616W001",39.62,-122.19
"6436","12444","365089N1203338W001",39.62,-122.19
"6437","12446","365094N1194302W001",39.62,-122.19
"6438","12447","365094N1202249W001",39.62,-122.19
"6439","12448","365100N1199200W001",39.62,-122.19
"6440","12449","365105N1198066W001",39.62,-122.19
"6441","12450","365106N1202960W001",39.62,-122.19
"6442","12452","365122N1214080W001",39.62,-122.19
"6443","12453","365128N1193679W001",39.62,-122.19
"6444","12454","365132N1197554W001",39.62,-122.19
"6445","12455","365132N1199138W001",39.62,-122.19
"6446","12456","365133N1204343W001",39.62,-122.19
"6447","12457","365136N1194491W001",39.62,-122.19
"6448","12458","365142N1192690W001",39.62,-122.19
"6449","12459","365143N1198529W001",39.62,-122.19
"6450","12460","365143N1198874W001",39.62,-122.19
"6451","12461","365144N1193777W001",39.62,-122.19
"6452","12462","365150N1197327W001",39.62,-122.19
"6453","12463","365150N1202800W001",39.62,-122.19
"6454","12464","365153N1192731W001",39.62,-122.19
"6455","12465","365153N1202038W001",39.62,-122.19
"6456","12466","365158N1203338W001",39.62,-122.19
"6457","12468","365159N1204228W001",39.62,-122.19
"6458","12469","365160N1192601W001",39.62,-122.19
"6459","12472","365161N1202704W001",39.62,-122.19
"6460","12473","365161N1202893W001",39.62,-122.19
"6461","12474","365161N1202980W001",39.62,-122.19
"6462","12476","365161N1203218W001",39.62,-122.19
"6463","12481","365162N1203520W001",39.62,-122.19
"6464","12483","365164N1202434W001",39.62,-122.19
"6465","12484","365164N1204069W001",39.62,-122.19
"6466","12485","365165N1202066W001",39.62,-122.19
"6467","12487","365167N1201827W001",39.62,-122.19
"6468","12488","365167N1214328W001",39.62,-122.19
"6469","12489","365170N1201160W001",39.62,-122.19
"6470","12490","365170N1201337W001",39.62,-122.19
"6471","12494","365178N1194846W001",39.62,-122.19
"6472","12495","365178N1201702W001",39.62,-122.19
"6473","12496","365179N1198633W001",39.62,-122.19
"6474","12497","365180N1198363W001",39.62,-122.19
"6475","12498","365180N1199129W001",39.62,-122.19
"6476","12499","365183N1195396W001",39.62,-122.19
"6477","12500","365183N1195754W001",39.62,-122.19
"6478","12501","365183N1196471W001",39.62,-122.19
"6479","12502","365183N1196827W001",39.62,-122.19
"6480","12503","365183N1197185W001",39.62,-122.19
"6481","12504","365185N1197904W001",39.62,-122.19
"6482","12505","365185N1198263W001",39.62,-122.19
"6483","12506","365205N1201516W001",39.62,-122.19
"6484","12507","365208N1203708W001",39.62,-122.19
"6485","12509","365216N1197577W001",39.62,-122.19
"6486","12511","365225N1218113W001",39.62,-122.19
"6487","12513","365230N1203434W001",39.62,-122.19
"6488","12514","365231N1192959W001",39.62,-122.19
"6489","12515","365231N1203071W001",39.62,-122.19
"6490","12518","365233N1202610W001",39.62,-122.19
"6491","12520","365235N1199902W001",39.62,-122.19
"6492","12522","365236N1193591W001",39.62,-122.19
"6493","12523","365239N1194088W001",39.62,-122.19
"6494","12527","365242N1202246W001",39.62,-122.19
"6495","12528","365244N1218276W001",39.62,-122.19
"6496","12529","365246N1200349W001",39.62,-122.19
"6497","12530","365263N1198885W001",39.62,-122.19
"6498","12531","365270N1204334W001",39.62,-122.19
"6499","12532","365273N1218469W001",39.62,-122.19
"6500","12534","365277N1200713W001",39.62,-122.19
"6501","12535","365283N1194482W001",39.62,-122.19
"6502","12536","365285N1199318W001",39.62,-122.19
"6503","12537","365291N1218306W001",39.62,-122.19
"6504","12538","365293N1192645W001",39.62,-122.19
"6505","12539","365297N1194079W001",39.62,-122.19
"6506","12540","365300N1194688W001",39.62,-122.19
"6507","12541","365300N1200900W001",39.62,-122.19
"6508","12542","365300N1202620W001",39.62,-122.19
"6509","12544","365303N1203079W001",39.62,-122.19
"6510","12545","365303N1203613W001",39.62,-122.19
"6511","12546","365303N1203974W001",39.62,-122.19
"6512","12549","365305N1202797W001",39.62,-122.19
"6513","12551","365306N1202657W001",39.62,-122.19
"6514","12553","365306N1203520W001",39.62,-122.19
"6515","12554","365306N1203692W001",39.62,-122.19
"6516","12555","365307N1202529W001",39.62,-122.19
"6517","12560","365310N1203890W001",39.62,-122.19
"6518","12561","365311N1202046W001",39.62,-122.19
"6519","12562","365311N1203810W001",39.62,-122.19
"6520","12563","365312N1201338W001",39.62,-122.19
"6521","12565","365314N1193385W001",39.62,-122.19
"6522","12566","365314N1201203W001",39.62,-122.19
"6523","12567","365314N1201732W001",39.62,-122.19
"6524","12568","365314N1202060W001",39.62,-122.19
"6525","12569","365314N1202432W001",39.62,-122.19
"6526","12572","365319N1194641W002",39.62,-122.19
"6527","12573","365319N1194913W001",39.62,-122.19
"6528","12574","365324N1202249W001",39.62,-122.19
"6529","12576","365340N1203339W001",39.62,-122.19
"6530","12578","365342N1218706W001",39.62,-122.19
"6531","12581","365372N1203885W001",39.62,-122.19
"6532","12584","365377N1202886W001",39.62,-122.19
"6533","12585","365378N1202624W001",39.62,-122.19
"6534","12587","365380N1203249W001",39.62,-122.19
"6535","12588","365380N1203521W001",39.62,-122.19
"6536","12589","365380N1218680W001",39.62,-122.19
"6537","12590","365381N1202429W001",39.62,-122.19
"6538","12591","365381N1203792W001",39.62,-122.19
"6539","12592","365381N1204163W001",39.62,-122.19
"6540","12593","365383N1202071W001",39.62,-122.19
"6541","12594","365383N1202175W001",39.62,-122.19
"6542","12595","365383N1204616W001",39.62,-122.19
"6543","12599","365385N1219172W001",39.62,-122.19
"6544","12600","365386N1193593W001",39.62,-122.19
"6545","12601","365388N1192506W001",39.62,-122.19
"6546","12602","365388N1192692W001",39.62,-122.19
"6547","12603","365388N1201257W001",39.62,-122.19
"6548","12604","365391N1201360W001",39.62,-122.19
"6549","12605","365392N1193074W001",39.62,-122.19
"6550","12606","365396N1200077W001",39.62,-122.19
"6551","12607","365396N1218805W001",39.62,-122.19
"6552","12608","365400N1200000W001",39.62,-122.19
"6553","12609","365402N1218956W001",39.62,-122.19
"6554","12611","365403N1180129W002",39.62,-122.19
"6555","12612","365407N1204524W001",39.62,-122.19
"6556","12613","365411N1193232W001",39.62,-122.19
"6557","12614","365411N1203702W001",39.62,-122.19
"6558","12615","365421N1198996W001",39.62,-122.19
"6559","12616","365422N1202538W001",39.62,-122.19
"6560","12617","365435N1198916W001",39.62,-122.19
"6561","12618","365438N1203705W001",39.62,-122.19
"6562","12620","365442N1204066W001",39.62,-122.19
"6563","12622","365444N1215220W001",39.62,-122.19
"6564","12624","365447N1193041W001",39.62,-122.19
"6565","12627","365449N1201216W001",39.62,-122.19
"6566","12630","365450N1194504W001",39.62,-122.19
"6567","12633","365450N1202706W001",39.62,-122.19
"6568","12634","365450N1202975W001",39.62,-122.19
"6569","12635","365450N1202977W001",39.62,-122.19
"6570","12636","365450N1203344W001",39.62,-122.19
"6571","12639","365451N1204614W001",39.62,-122.19
"6572","12640","365452N1202255W001",39.62,-122.19
"6573","12641","365452N1203705W001",39.62,-122.19
"6574","12642","365452N1203796W001",39.62,-122.19
"6575","12643","365452N1204440W001",39.62,-122.19
"6576","12644","365453N1202127W001",39.62,-122.19
"6577","12645","365453N1202338W001",39.62,-122.19
"6578","12647","365453N1202580W001",39.62,-122.19
"6579","12650","365453N1203888W001",39.62,-122.19
"6580","12653","365456N1202804W001",39.62,-122.19
"6581","12654","365456N1205738W001",39.62,-122.19
"6582","12655","365457N1203329W001",39.62,-122.19
"6583","12657","365463N1199268W001",39.62,-122.19
"6584","12658","365464N1195041W001",39.62,-122.19
"6585","12659","365466N1198274W001",39.62,-122.19
"6586","12660","365467N1196113W001",39.62,-122.19
"6587","12661","365468N1197557W001",39.62,-122.19
"6588","12662","365469N1196471W001",39.62,-122.19
"6589","12663","365469N1196827W001",39.62,-122.19
"6590","12664","365469N1197191W001",39.62,-122.19
"6591","12665","365471N1198554W001",39.62,-122.19
"6592","12667","365481N1193499W001",39.62,-122.19
"6593","12669","365500N1194116W001",39.62,-122.19
"6594","12670","365500N1194500W001",39.62,-122.19
"6595","12671","365500N1195400W001",39.62,-122.19
"6596","12672","365505N1199899W001",39.62,-122.19
"6597","12673","365513N1192370W001",39.62,-122.19
"6598","12675","365520N1203610W001",39.62,-122.19
"6599","12676","365522N1203431W001",39.62,-122.19
"6600","12677","365522N1203518W001",39.62,-122.19
"6601","12679","365524N1202799W001",39.62,-122.19
"6602","12681","365525N1193410W001",39.62,-122.19
"6603","12682","365525N1202233W001",39.62,-122.19
"6604","12683","365525N1203113W001",39.62,-122.19
"6605","12684","365525N1203977W001",39.62,-122.19
"6606","12686","365527N1200624W001",39.62,-122.19
"6607","12687","365527N1204793W001",39.62,-122.19
"6608","12688","365528N1202704W001",39.62,-122.19
"6609","12689","365536N1204157W001",39.62,-122.19
"6610","12690","365542N1194807W001",39.62,-122.19
"6611","12691","365543N1199535W001",39.62,-122.19
"6612","12692","365550N1215465W001",39.62,-122.19
"6613","12695","365557N1192867W001",39.62,-122.19
"6614","12696","365561N1193582W001",39.62,-122.19
"6615","12698","365571N1200163W001",39.62,-122.19
"6616","12699","365577N1199099W001",39.62,-122.19
"6617","12701","365591N1193007W001",39.62,-122.19
"6618","12702","365592N1193224W001",39.62,-122.19
"6619","12703","365592N1203345W001",39.62,-122.19
"6620","12704","365594N1202977W001",39.62,-122.19
"6621","12705","365594N1203066W001",39.62,-122.19
"6622","12708","365594N1203525W001",39.62,-122.19
"6623","12711","365596N1202263W001",39.62,-122.19
"6624","12712","365596N1202435W001",39.62,-122.19
"6625","12713","365596N1202615W001",39.62,-122.19
"6626","12715","365596N1203613W001",39.62,-122.19
"6627","12716","365597N1193718W001",39.62,-122.19
"6628","12717","365597N1202724W001",39.62,-122.19
"6629","12718","365597N1203703W001",39.62,-122.19
"6630","12720","365598N1203892W001",39.62,-122.19
"6631","12721","365598N1204794W001",39.62,-122.19
"6632","12722","365599N1204070W001",39.62,-122.19
"6633","12725","365600N1193400W001",39.62,-122.19
"6634","12726","365600N1203804W001",39.62,-122.19
"6635","12728","365600N1203980W001",39.62,-122.19
"6636","12729","365600N1204243W002",39.62,-122.19
"6637","12731","365604N1204968W001",39.62,-122.19
"6638","12732","365606N1204635W001",39.62,-122.19
"6639","12733","365608N1217494W001",39.62,-122.19
"6640","12735","365610N1200391W001",39.62,-122.19
"6641","12736","365616N1198824W001",39.62,-122.19
"6642","12738","365628N1203129W001",39.62,-122.19
"6643","12739","365630N1202797W002",39.62,-122.19
"6644","12741","365631N1203338W001",39.62,-122.19
"6645","12742","365632N1192417W001",39.62,-122.19
"6646","12744","365642N1202068W001",39.62,-122.19
"6647","12746","365652N1202265W001",39.62,-122.19
"6648","12747","365655N1200977W001",39.62,-122.19
"6649","12749","365668N1203617W001",39.62,-122.19
"6650","12750","365669N1202252W001",39.62,-122.19
"6651","12751","365669N1204154W001",39.62,-122.19
"6652","12754","365671N1200818W001",39.62,-122.19
"6653","12755","365672N1203527W001",39.62,-122.19
"6654","12756","365672N1204702W001",39.62,-122.19
"6655","12757","365673N1204429W001",39.62,-122.19
"6656","12761","365677N1200210W001",39.62,-122.19
"6657","12762","365680N1199902W001",39.62,-122.19
"6658","12763","365680N1217073W001",39.62,-122.19
"6659","12767","365693N1217546W001",39.62,-122.19
"6660","12768","365697N1217952W001",39.62,-122.19
"6661","12769","365700N1199500W001",39.62,-122.19
"6662","12770","365700N1200500W001",39.62,-122.19
"6663","12771","365700N1201400W001",39.62,-122.19
"6664","12774","365713N1217536W001",39.62,-122.19
"6665","12777","365721N1192620W001",39.62,-122.19
"6666","12778","365721N1198766W001",39.62,-122.19
"6667","12779","365722N1217753W001",39.62,-122.19
"6668","12783","365729N1217447W002",39.62,-122.19
"6669","12784","365735N1217702W001",39.62,-122.19
"6670","12786","365738N1202887W001",39.62,-122.19
"6671","12787","365739N1202791W001",39.62,-122.19
"6672","12788","365739N1203252W001",39.62,-122.19
"6673","12790","365740N1203341W001",39.62,-122.19
"6674","12793","365741N1203017W001",39.62,-122.19
"6675","12796","365742N1203077W001",39.62,-122.19
"6676","12798","365742N1203703W001",39.62,-122.19
"6677","12799","365742N1204070W001",39.62,-122.19
"6678","12800","365742N1204338W001",39.62,-122.19
"6679","12801","365743N1203781W001",39.62,-122.19
"6680","12803","365743N1203890W001",39.62,-122.19
"6681","12804","365744N1194121W001",39.62,-122.19
"6682","12806","365744N1204604W001",39.62,-122.19
"6683","12809","365746N1205145W001",39.62,-122.19
"6684","12811","365748N1204769W001",39.62,-122.19
"6685","12813","365750N1204966W001",39.62,-122.19
"6686","12815","365753N1194268W001",39.62,-122.19
"6687","12816","365755N1198277W001",39.62,-122.19
"6688","12817","365755N1199304W001",39.62,-122.19
"6689","12818","365755N1217897W001",39.62,-122.19
"6690","12819","365757N1198632W001",39.62,-122.19
"6691","12820","365758N1195349W001",39.62,-122.19
"6692","12821","365760N1218089W001",39.62,-122.19
"6693","12822","365761N1197188W001",39.62,-122.19
"6694","12824","365764N1195754W001",39.62,-122.19
"6695","12825","365764N1196104W001",39.62,-122.19
"6696","12826","365764N1196824W001",39.62,-122.19
"6697","12827","365766N1197904W001",39.62,-122.19
"6698","12828","365767N1195032W001",39.62,-122.19
"6699","12829","365767N1196468W001",39.62,-122.19
"6700","12830","365767N1204790W001",39.62,-122.19
"6701","12832","365771N1192695W001",39.62,-122.19
"6702","12833","365771N1200971W001",39.62,-122.19
"6703","12834","365772N1194782W001",39.62,-122.19
"6704","12836","365773N1218020W001",39.62,-122.19
"6705","12837","365774N1198516W001",39.62,-122.19
"6706","12839","365781N1217621W001",39.62,-122.19
"6707","12840","365782N1199071W001",39.62,-122.19
"6708","12841","365782N1200252W001",39.62,-122.19
"6709","12842","365786N1205241W001",39.62,-122.19
"6710","12843","365787N1197849W001",39.62,-122.19
"6711","12844","365800N1200900W001",39.62,-122.19
"6712","12845","365803N1218157W001",39.62,-122.19
"6713","12846","365808N1202249W001",39.62,-122.19
"6714","12847","365813N1201460W002",39.62,-122.19
"6715","12849","365815N1203877W001",39.62,-122.19
"6716","12850","365816N1193299W001",39.62,-122.19
"6717","12851","365816N1204519W001",39.62,-122.19
"6718","12854","365818N1200707W001",39.62,-122.19
"6719","12857","365849N1200393W001",39.62,-122.19
"6720","12858","365855N1200254W001",39.62,-122.19
"6721","12859","365856N1203521W001",39.62,-122.19
"6722","12860","365857N1192670W001",39.62,-122.19
"6723","12861","365864N1194482W001",39.62,-122.19
"6724","12862","365878N1207829W001",39.62,-122.19
"6725","12865","365880N1202435W002",39.62,-122.19
"6726","12866","365881N1204963W001",39.62,-122.19
"6727","12867","365881N1207668W001",39.62,-122.19
"6728","12870","365883N1202620W002",39.62,-122.19
"6729","12871","365883N1202795W001",39.62,-122.19
"6730","12872","365883N1202888W001",39.62,-122.19
"6731","12873","365883N1202893W001",39.62,-122.19
"6732","12874","365883N1205331W001",39.62,-122.19
"6733","12876","365884N1203067W001",39.62,-122.19
"6734","12878","365886N1203338W001",39.62,-122.19
"6735","12880","365888N1200796W001",39.62,-122.19
"6736","12881","365888N1201168W001",39.62,-122.19
"6737","12882","365888N1203702W002",39.62,-122.19
"6738","12884","365889N1193677W001",39.62,-122.19
"6739","12885","365889N1193863W001",39.62,-122.19
"6740","12886","365889N1203238W001",39.62,-122.19
"6741","12887","365889N1204067W001",39.62,-122.19
"6742","12888","365890N1204280W001",39.62,-122.19
"6743","12889","365890N1204797W001",39.62,-122.19
"6744","12890","365890N1204924W001",39.62,-122.19
"6745","12891","365891N1198877W001",39.62,-122.19
"6746","12892","365892N1203857W001",39.62,-122.19
"6747","12894","365892N1204243W001",39.62,-122.19
"6748","12897","365893N1204610W001",39.62,-122.19
"6749","12898","365894N1194132W001",39.62,-122.19
"6750","12901","365896N1200621W001",39.62,-122.19
"6751","12903","365897N1205143W001",39.62,-122.19
"6752","12904","365898N1205233W001",39.62,-122.19
"6753","12905","365899N1204428W001",39.62,-122.19
"6754","12907","365902N1217528W001",39.62,-122.19
"6755","12908","365903N1205502W001",39.62,-122.19
"6756","12909","365906N1207988W001",39.62,-122.19
"6757","12910","365909N1180574W001",39.62,-122.1
"6758","12913","365918N1193410W001",39.62,-121.74
"6759","12915","365930N1200257W001",39.62,-121.74
"6760","12916","365931N1208057W001",39.62,-121.74
"6761","12917","365931N1208338W001",39.62,-121.74
"6762","12918","365935N1199532W001",39.62,-121.74
"6763","12920","365947N1218288W001",39.62,-121.74
"6764","12924","365958N1203570W001",39.62,-121.74
"6765","12925","365960N1201241W001",39.62,-121.74
"6766","12926","365961N1207954W001",39.62,-121.74
"6767","12930","365972N1208193W001",39.62,-121.74
"6768","12932","365977N1218346W002",39.62,-121.74
"6769","12935","365985N1192852W001",39.62,-121.74
"6770","12936","366000N1194100W001",39.62,-121.74
"6771","12937","366000N1200100W001",39.62,-121.74
"6772","12939","366000N1203882W001",39.62,-121.74
"6773","12940","366004N1218276W001",39.62,-121.74
"6774","12941","366007N1199146W001",39.62,-121.74
"6775","12942","366008N1208132W001",39.62,-121.74
"6776","12943","366022N1202260W003",39.62,-121.74
"6777","12945","366022N1203168W001",39.62,-121.74
"6778","12951","366031N1202805W001",39.62,-121.74
"6779","12954","366032N1200799W001",39.62,-121.74
"6780","12955","366032N1202976W001",39.62,-121.74
"6781","12958","366032N1203322W001",39.62,-121.74
"6782","12961","366033N1203338W001",39.62,-121.74
"6783","12963","366034N1203701W001",39.62,-121.74
"6784","12965","366034N1204428W001",39.62,-121.74
"6785","12966","366035N1204964W001",39.62,-121.74
"6786","12967","366036N1193721W001",39.62,-121.74
"6787","12969","366036N1203880W001",39.62,-121.74
"6788","12970","366036N1204246W001",39.62,-121.74
"6789","12971","366036N1208399W001",39.62,-121.74
"6790","12972","366039N1204068W001",39.62,-121.74
"6791","12973","366039N1204863W001",39.62,-121.74
"6792","12974","366040N1200027W001",39.62,-121.74
"6793","12975","366040N1204691W001",39.62,-121.74
"6794","12978","366042N1195110W001",39.62,-121.74
"6795","12979","366042N1204513W001",39.62,-121.74
"6796","12980","366044N1193938W001",39.62,-121.74
"6797","12981","366044N1194304W001",39.62,-121.74
"6798","12982","366044N1194732W001",39.62,-121.74
