STATION,SITE_CODE,STNAME,WELL_NAME,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVDATUM,ELEVACC,COUNTY_NAME,BASIN_CODE,BASIN_NAME,WELL_DEPTH,WELL_USE,WELL_TYPE,WCR_NO,WDL,COMMENT
30N04W22F002M,404412N1223015W001,SHA_22F002M screen interval 70 to 110 bgs              ,Screen: 70-110 ft   ,40.44116239,-122.3015532,NAD83     ,,447.86,,,Shasta,5-006.03,Anderson,113.0,Observation,Single Well,1077133,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N04W22F002M,None
30N04W22F003M,404411N1223015W001,SHA_22F003M screen interval 170 to 200 bgs             ,Screen: 170-200 ft  ,40.44111708,-122.3015065,NAD83     ,,447.64,,,Shasta,5-006.03,Anderson,202.0,Observation,Single Well,1077132,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N04W22F003M,None
30N04W22F004M,404412N1223018W001,SHA_22F004M screen interval 480 to 520 bgs             ,Screen: 480-520 ft  ,40.44123583,-122.3017765,NAD83     ,,447.8,,,Shasta,5-006.03,Anderson,540.0,Observation,Single Well,726990,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N04W22F004M,None
30N04W23M001M,404377N1222883W001,SHA_23M001M screen interval 80 to 110 bgs              ,Screen: 80-110 ft   ,40.43773944,-122.288336,NAD83     ,,472.33,,,Shasta,5-006.03,Anderson,114.0,Observation,Single Well,1077129,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N04W23M001M,None
30N04W23M002M,404377N1222883W002,SHA_23M002M screen interval 140 to 180 bgs             ,Screen: 140-180 ft  ,40.43775711,-122.2882768,NAD83     ,,472.67,,,Shasta,5-006.03,Anderson,201.0,Observation,Single Well,1077128,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N04W23M002M,None
30N04W25D003M,404310N1222731W001,SHA_25D003M screen interval 100 to 120 bgs             ,Screen: 100-120 ft  ,40.43101428,-122.2731396,NAD83     ,,472.47,,,Shasta,5-006.03,Anderson,122.0,Observation,Single Well,1077131,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N04W25D003M,None
30N04W25D004M,404311N1222732W001,SHA_25D004M screen interval 150 to 200 bgs             ,Screen: 150-200 ft  ,40.43105944,-122.2731626,NAD83     ,,472.07,,,Shasta,5-006.03,Anderson,201.0,Observation,Single Well,1077130,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N04W25D004M,None
46N05E21M001M,418115N1214147W001,MOD_21M001M screen interval 32 to 325 bgs              ,Screen: 32-325 ft   ,41.81147897,-121.4146697,NAD83     ,,4033.5,,,Modoc,1-002.01,Tulelake,325.0,Irrigation,Single Well,378417,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=46N05E21M001M,None
46N05E22D001M,418174N1213955W001,MOD_22D001M screen interval 114 to 554 bgs             ,Screen: 114-554 ft  ,41.81743367,-121.395442,NAD83     ,,4033.97,,,Modoc,1-002.01,Tulelake,571.0,Irrigation,Single Well,751117,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=46N05E22D001M,None
48N04E13K001M,419971N1214519W001,SIS_13K001M screen interval 935 to 1557 bgs            ,Screen: 935-1557 ft ,41.99707319,-121.4519024,NAD83     ,,4046.95,,,Siskiyou,1-002.01,Tulelake,1570.0,Irrigation,Single Well,75112,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N04E13K001M,None
48N04E14M001M,419972N1214843W001,SIS_14M001M screen interval 36 to 127 bgs              ,Screen: 36-127 ft   ,41.99722392,-121.4843155,NAD83     ,,4045.74,,,Siskiyou,1-002.01,Tulelake,127.0,Stockwatering,Single Well,70162,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N04E14M001M,None
48N04E15K001M,419978N1214931W001,SIS_15K001M screen interval 1212 to 1433 bgs           ,Screen: 1212-1433 ft,41.99778875,-121.4930798,NAD83     ,,4046.06,,,Siskiyou,1-002.01,Tulelake,1440.0,Irrigation,Single Well,751111,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N04E15K001M,None
48N04E16M001M,419979N1215251W001,SIS_16M001M screen interval 1053 to 1537 bgs           ,Screen: 1053-1537 ft,41.99793647,-121.525112,NAD83     ,,4052.2,,,Siskiyou,1-002.01,Tulelake,1710.0,Irrigation,Single Well,751110,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N04E16M001M,None
48N04E16P003M,419966N1215163W001,SIS_16P003M screen interval less than 1200 bgs         ,Screen: Unknown     ,41.99664147,-121.5163173,NAD83     ,,4047.0,,,Siskiyou,1-002.01,Tulelake,1200.0,Industrial,Unknown,81307,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N04E16P003M,None
48N04E18J001M,419980N1215455W001,SIS_18J001M screen interval 1260 to 1540 bgs           ,Screen: 1260-1540 ft,41.99801206,-121.5455031,NAD83     ,,4052.49,,,Siskiyou,1-002.01,Tulelake,1550.0,Irrigation,Single Well,751109,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N04E18J001M,None
48N04E30F001M,419726N1215574W001,SIS_30F001M screen interval 25 to 142 bgs              ,Screen: 25-142 ft   ,41.97259403,-121.5574037,NAD83     ,,4048.03,,,Siskiyou,1-002.01,Tulelake,142.0,Industrial,Single Well,78764,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N04E30F001M,None
48N04E30F002M,419721N1215567W001,SIS_30F002M screen interval 260 to 700 bgs             ,Screen: 260-700 ft  ,41.97205586,-121.5567195,NAD83     ,,4043.5,,,Siskiyou,1-002.01,Tulelake,740.0,Irrigation,Single Well,751108,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N04E30F002M,None
48N04E30L001M,419693N1215586W001,SIS_30L001M screen interval less than 50 bgs           ,Screen: Unknown     ,41.96929636,-121.5585884,NAD83     ,,4041.0,,,Siskiyou,1-002.01,Tulelake,50.0,Residential,Unknown,,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N04E30L001M,None
48N04E35C001M,419605N1214815W001,SIS_35C001M screen interval 2561 to 2761 bgs           ,Screen: 2561-2761 ft,41.96081272,-121.4810931,NAD83     ,02      ,4037.6,,04      ,Siskiyou,1-002.01,Tulelake,2790.0,Other,Single Well,797943,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N04E35C001M,None
48N05E13R003M,419965N1213417W001,MOD_13R003M screen interval unknown                    ,Screen: Unknown     ,41.99653936,-121.3417356,NAD83     ,,4048.3,,,Modoc,1-002.01,Tulelake,,Other,Single Well,,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N05E13R003M,None
48N05E14R001M,419963N1213609W001,MOD_14R001M screen interval 814 to 1537 bgs            ,Screen: 814-1537 ft ,41.99624836,-121.3608506,NAD83     ,,4064.71,,,Modoc,1-002.01,Tulelake,2030.0,Irrigation,Single Well,751114,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N05E14R001M,None
48N05E16P001M,419962N1214106W001,MOD_16P001M screen interval 823 to 2108 bgs            ,Screen: 823-2108 ft ,41.99618756,-121.4105684,NAD83     ,,4048.83,,,Modoc,1-002.01,Tulelake,2600.0,Irrigation,Single Well,751113,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N05E16P001M,None
48N05E25Q001M,419657N1213438W001,MOD_25Q001M screen interval 5 to 110 bgs               ,Screen: 5-110 ft    ,41.96568664,-121.3438032,NAD83     ,,4103.59,,,Modoc,1-002.01,Tulelake,110.0,Stockwatering,Single Well,2309,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N05E25Q001M,None
48N05E26D001M,419762N1213727W001,MOD_26D001M screen interval 1250 to 1802 bgs           ,Screen: 1250-1802 ft,41.97617964,-121.3726856,NAD83     ,,4045.53,,,Modoc,1-002.01,Tulelake,1810.0,Irrigation,Single Well,751115,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N05E26D001M,None
48N05E36A002M,419614N1213411W001,MOD_36A002M screen interval 428 to 528 bgs             ,Screen: 428-528 ft  ,41.9614405,-121.3410835,NAD83     ,,4138.48,,,Modoc,1-002.01,Tulelake,528.0,Irrigation,Single Well,128105,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=48N05E36A002M,None
18N01E21L001M,393972N1218649W001,Little Dry Creek                                       ,Screen: Unknown     ,39.39723,-121.864922,NAD83     ,,67.0,,,Butte,5-021.59,East Butte,,Irrigation,Single Well,,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=18N01E21L001M,None
20N01E13Q002M,395831N1218069W001,Magers                                                 ,Screen: Unknown     ,39.583073,-121.806862,NAD83     ,,122.0,,03      ,Butte,5-021.58,West Butte,,Irrigation,Single Well,,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=20N01E13Q002M,None
