STATION,SITE_CODE,STNAME,WELL_NAME,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVDATUM,ELEVACC,COUNTY_NAME,BASIN_CODE,BASIN_NAME,WELL_DEPTH,WELL_USE,WELL_TYPE,WCR_NO,WDL,COMMENT
23N01W28M002M,398188N1219912W001,BUT_28M002M screen interval 791 to 1021 bgs            ,Screen: 791-1021 ft ,39.81861111,-121.9911111,NAD83     ,,159.02,,,Butte,5-021.57,Vina,1044.0,Observation,Part of a nested/multi-completion well,E0085239,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N01W28M002M,None
23N01W28M003M,398188N1219912W002,BUT_28M003M screen interval 640 to 670 bgs             ,Screen: 640-670 ft  ,39.81861111,-121.9911111,NAD83     ,,159.02,,,Butte,5-021.57,Vina,696.0,Observation,Part of a nested/multi-completion well,E0085239,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N01W28M003M,None
23N01W28M004M,398188N1219912W003,BUT_28M004M Screened Interval 120 to 165 feet bgs.     ,Screen: 120-165 ft  ,39.81861111,-121.9911111,NAD83     ,02      ,159.02,,,Butte,5-021.57,Vina,217.0,Observation,Part of a nested/multi-completion well,E0085239,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N01W28M004M,None
23N01W28M005M,398188N1219912W004,BUT_28M005M Screened Interval 30 to 50 feet bgs.       ,Screen: 30-50 ft    ,39.81861111,-121.9911111,NAD83     ,02      ,159.02,,,Butte,5-021.57,Vina,72.0,Observation,Part of a nested/multi-completion well,E0085239,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N01W28M005M,None
23N01W31M001M,398028N1220294W001,BUT_31M001M screened interval 1020 to 1030             ,Screen: 1020-1030 ft,39.80318031,-122.0283981,NAD83     ,,154.75,,,Butte,5-021.57,Vina,1200.0,Observation,Part of a nested/multi-completion well,E074369,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N01W31M001M,Deseret Farms Obs Deep Zone
23N01W31M002M,398028N1220294W002,BUT_31M002M screen interval 590 to 600 bgs             ,Screen: 590-600 ft  ,39.80318031,-122.0283981,NAD83     ,02      ,154.75,,01      ,Butte,5-021.57,Vina,616.0,Observation,Part of a nested/multi-completion well,E074369,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N01W31M002M,Deseret Farms Obs Interm Deep
23N01W31M003M,398028N1220294W003,BUT_31M003M screen interval 140 to 201 bgs             ,Screen: 140-201 ft  ,39.80318031,-122.0283981,NAD83     ,02      ,154.75,,01      ,Butte,5-021.57,Vina,245.0,Observation,Part of a nested/multi-completion well,E074369,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N01W31M003M,Deseret Farms Obs Interm Shallow
23N01W31M004M,398028N1220294W004,BUT_31M004M screen interval 65.5 to 75.5 bgs           ,Screen: 66-76 ft    ,39.80318031,-122.0283981,NAD83     ,02      ,154.75,,01      ,Butte,5-021.57,Vina,106.0,Observation,Part of a nested/multi-completion well,E074369,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N01W31M004M,Deseret Farms Obs Shallow
23N02W28N001M,398117N1221020W002,TEH_28N001M SCREEN INTERVAL 910 TO 950 BGS             ,Screen: 550-570 ft  ,39.8116677,-122.102056,WGS84     ,02      ,202.14,,02      ,Tehama,5-021.51,Corning,970.0,Observation,Part of a nested/multi-completion well,E0138877A,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N02W28N001M,None
23N02W28N002M,398117N1221020W003,TEH_28N002M SCREEN INTERVAL 550 TO 570 BGS             ,Screen: 550-570 ft  ,39.811667,-122.102056,WGS84     ,01      ,202.14,,02      ,Tehama,5-021.51,Corning,580.0,Observation,Part of a nested/multi-completion well,E0138877B,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N02W28N002M,None
23N02W28N003M,398117N1221020W004,TEH_28N003M SCREEN INTERVAL 330 TO 350 BGS             ,Screen: 330-350 ft  ,39.811667,-122.102056,WGS84     ,02      ,202.14,,02      ,Tehama,5-021.51,Corning,370.0,Observation,Part of a nested/multi-completion well,e138883A,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N02W28N003M,None
23N02W28N004M,398117N1221020W001,TEH_28N004M SCREEN INTERVAL 100 TO 110 BGS             ,Screen: 110-110 ft  ,39.811667,-122.102056,WGS84     ,01      ,202.14,,02      ,Tehama,5-021.51,Corning,205.0,Observation,Part of a nested/multi-completion well,e0138883B,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N02W28N004M,None
23N03W13C003M,398543N1221535W001,TEH_13C003M screen interval 900 to 970 bgs             ,Screen: 900-970 ft  ,39.85433622,-122.1534622,NAD83     ,,213.54,,,Tehama,5-021.51,Corning,980.0,Observation,Part of a nested/multi-completion well,E055045E,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N03W13C003M,None
23N03W13C004M,398543N1221535W002,TEH_13C004M screen interval 812 to 825 bgs             ,Screen: 812-825 ft  ,39.85433622,-122.1534622,NAD83     ,,213.54,,,Tehama,5-021.51,Corning,835.0,Observation,Part of a nested/multi-completion well,E055045D,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N03W13C004M,None
23N03W13C005M,398543N1221535W003,TEH_13C005M screen interval 345 to 355 bgs             ,Screen: 345-355 ft  ,39.85433622,-122.1534622,NAD83     ,,213.54,,,Tehama,5-021.51,Corning,381.0,Observation,Part of a nested/multi-completion well,E055045C,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N03W13C005M,None
23N03W13C006M,398543N1221535W004,TEH_13C006M screen interval 95 to 135 bgs              ,Screen: 95-135 ft   ,39.85433622,-122.1534622,NAD83     ,,213.54,,,Tehama,5-021.51,Corning,182.0,Observation,Part of a nested/multi-completion well,E055045B,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N03W13C006M,None
23N03W13C007M,398543N1221535W005,TEH_13C007M screen interval 25 to 35 bgs               ,Screen: 25-35 ft    ,39.85433622,-122.1534622,NAD83     ,,213.54,,,Tehama,5-021.51,Corning,71.0,Observation,Part of a nested/multi-completion well,E055045A,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N03W13C007M,None
23N03W25M001M,398193N1221590W002,TEH_25MOO1M SCREEN INTERVAL 965 TO 975 BGS             ,Screen: 965-975 ft  ,39.81925,-122.159,WGS84     ,02      ,235.62,,02      ,Tehama,5-021.51,Corning,988.0,Observation,Part of a nested/multi-completion well,e0138902A,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N03W25M001M,None
23N03W25M002M,398193N1221590W003,TEH_25M002M SCREEN INTERVAL 470 TO 500 BGS             ,Screen: 470-500 ft  ,39.81925,-122.159,WGS84     ,02      ,235.62,,02      ,Tehama,5-021.51,Corning,513.0,Observation,Part of a nested/multi-completion well,e0138902B,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N03W25M002M,None
23N03W25M003M,398193N1221590W004,TEH_25M003M SCREEN INTERVAL 240 TO 250 BGS             ,Screen: 240-250 ft  ,39.81925,-122.159,WGS84     ,02      ,235.62,,02      ,Tehama,5-021.51,Corning,262.0,Observation,Part of a nested/multi-completion well,e0138902C,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N03W25M003M,None
23N03W25M004M,398193N1221590W001,TEH_25M004M SCREEN INTERVAL 120 TO 130 BGS             ,Screen: 120-130 ft  ,39.81925,-122.159,WGS84     ,02      ,235.62,,02      ,Tehama,5-021.51,Corning,155.0,Observation,Part of a nested/multi-completion well,e0138902D,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=23N03W25M004M,None
24N01W04L001M,399612N1219878W001,TEH_04L001M screen interval 188 to 520 bgs             ,Screen: 188-520 ft  ,39.96034119,-121.9877748,NAD83     ,,322.41,,,Tehama,5-021.57,Vina,520.0,Irrigation,Unknown,12542,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N01W04L001M,None
24N01W04M001M,399624N1219946W001,TEH_04M001M screen interval 620 to 920 bgs             ,Screen: 620-920 ft  ,39.96248278,-121.9947097,NAD83     ,,312.41,,,Tehama,5-021.57,Vina,960.0,Irrigation,Single Well,726808,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N01W04M001M,None
24N01W05G001M,399655N1220004W001,TEH_05G001M screen interval 130 to 490 bgs             ,Screen: 130-490 ft  ,39.96380208,-121.999327,NAD83     ,,304.41,,,Tehama,5-021.57,Vina,490.0,Irrigation,Single Well,139809,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N01W05G001M,None
24N01W05J001M,399635N1219953W001,TEH_05J001M screen interval less than 178 bgs          ,Screen: Unknown     ,39.96174003,-121.9942523,NAD83     ,,312.41,,,Tehama,5-021.57,Vina,178.0,Residential,Single Well,,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N01W05J001M,None
24N01W05J003M,399633N1219955W001,TEH-05J003M screen interval 295 to 335 bgs             ,Screen: 295-335 ft  ,39.96294233,-121.9960694,NAD83     ,,312.41,,,Tehama,5-021.57,Vina,385.0,Observation,Part of a nested/multi-completion well,728587,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N01W05J003M,None
24N01W05J004M,399633N1219955W002,TEH_05J004M screen interval 650 to 722 bgs             ,Screen: 650-722 ft  ,39.96295125,-121.9960576,NAD83     ,,310.0,,,Tehama,5-021.57,Vina,760.0,Observation,Part of a nested/multi-completion well,728589,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N01W05J004M,None
24N01W05K001M,399597N1220031W001,TEH_05K001M screen interval less than 260 bgs          ,Screen: Unknown     ,39.95974092,-122.0031339,NAD83     ,,290.41,,,Tehama,5-021.57,Vina,260.0,Irrigation,Single Well,133714,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N01W05K001M,None
24N01W05Q003M,399567N1220031W001,TEH_05Q003M screen interval 310 to 330 bgs             ,Screen: 310-330 ft  ,39.95695797,-122.0032516,NAD83     ,,289.41,,,Tehama,5-021.57,Vina,415.0,Observation,Part of a nested/multi-completion well,728251,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N01W05Q003M,None
24N01W05Q004M,399567N1220031W002,TEH_05Q004M screen interval 700 to 790 bgs             ,Screen: 700-790 ft  ,39.95696686,-122.0032398,NAD83     ,,289.41,,,Tehama,5-021.57,Vina,840.0,Observation,Part of a nested/multi-completion well,783909,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N01W05Q004M,None
24N01W05R002M,399550N1219949W001,TEH_05R002M screen interval less than 160 bgs          ,Screen: Unknown     ,39.95500636,-121.9948894,NAD83     ,,295.0,,,Tehama,5-021.57,Vina,160.0,Residential,Unknown,264304,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N01W05R002M,None
24N01W06J002M,399620N1220171W001,TEH_06J002M screen interval 290 to 300 bgs             ,Screen: 290-300 ft  ,39.96231108,-122.0170249,NAD83     ,,272.41,,,Tehama,5-021.57,Vina,317.0,Observation,Single Well,728595,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N01W06J002M,None
24N02W01L001M,399649N1220346W001,TEH_01L001M screen interval 350-450 bgs                ,Screen: 350-450- ft ,39.96487306,-122.0345632,NAD83     ,,253.42,,,Tehama,5-021.56,Los Molinos,471.0,Observation,Part of a nested/multi-completion well,E0112716,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W01L001M,None
24N02W01L002M,399649N1220346W002,TEH_01L002M screen interval 750-840 bgs                ,Screen: 750-840- ft ,39.96488197,-122.0345513,NAD83     ,,253.42,,,Tehama,5-021.56,Los Molinos,862.0,Observation,Part of a nested/multi-completion well,,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W01L002M,None
24N02W01R001M,399585N1220299W001,TEH_01R001M screen interval 640-690 bgs                ,Screen: 640-690- ft ,39.95849164,-122.0299347,NAD83     ,,251.41,,,Tehama,5-021.57,Vina,696.0,Observation,Single Well,781645,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W01R001M,None
24N02W01R002M,399585N1220299W002,TEH_01R002M screen interval 788 to 843 bgs             ,Screen: 788-843 ft  ,39.95850053,-122.0299205,NAD83     ,,251.41,,,Tehama,5-021.57,Vina,880.0,Observation,Part of a nested/multi-completion well,781646,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W01R002M,None
24N02W03B001M,399703N1220745W001,TEH_03B001M screen interval 152 to 368 bgs             ,Screen: 152-368 ft  ,39.96854189,-122.073435,NAD83     ,,204.42,,,Tehama,5-021.56,Los Molinos,368.0,Irrigation,Single Well,75739,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W03B001M,None
24N02W12P001M,399456N1220399W001,TEH_12P001M screen interval 164 to 359 bgs             ,Screen: 164-359 ft  ,39.94529217,-122.0397431,NAD83     ,,228.41,,,Tehama,5-021.57,Vina,370.0,Observation,Part of a nested/multi-completion well,E0112688A,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W12P001M,None
24N02W12P002M,399456N1220399W002,TEH_12P002M screen interval 760 to 850 bgs             ,Screen: 760-850 ft  ,39.94530108,-122.0397313,NAD83     ,,228.41,,,Tehama,5-021.57,Vina,870.0,Observation,Part of a nested/multi-completion well,E0112688B,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W12P002M,None
24N02W24D002M,399252N1220436W001,TEH_24D002M screen interval 979 to 989 bgs             ,Screen: 979-989 ft  ,39.92513636,-122.0435272,NAD83     ,02      ,212.41,,03      ,Tehama,5-021.57,Vina,1040.0,Observation,Part of a nested/multi-completion well,E036245A,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W24D002M,None
24N02W24D003M,399251N1220436W001,TEH_24D003M screen interval 731 to 741 bgs             ,Screen: 731-741 ft  ,39.92513636,-122.0435272,NAD83     ,02      ,212.41,,04      ,Tehama,5-021.57,Vina,804.0,Observation,Part of a nested/multi-completion well,E036245B,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W24D003M,None
24N02W24D004M,399252N1220436W002,TEH_24D004M screen interval 346 to 356 bgs             ,Screen: 346-356 ft  ,39.92513636,-122.0435272,NAD83     ,02      ,212.41,,04      ,Tehama,5-021.57,Vina,397.0,Observation,Part of a nested/multi-completion well,E036245C,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W24D004M,None
24N02W27G001M,399078N1220721W001,TEH_27G001M screen interval 939 to 949 bgs             ,Screen: 939-949 ft  ,39.90777297,-122.0721508,NAD83     ,02      ,182.42,,04      ,Tehama,5-021.57,Vina,940.0,Observation,Part of a nested/multi-completion well,E037917A,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W27G001M,None
24N02W27G002M,399078N1220721W002,TEH_27G002M screen interval 495 to 505 bgs             ,Screen: 495-505 ft  ,39.90777297,-122.0721508,NAD83     ,02      ,182.42,,04      ,Tehama,5-021.57,Vina,560.0,Observation,Part of a nested/multi-completion well,E037917B,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W27G002M,None
24N02W27G003M,399078N1220721W003,TEH_27G003M screen interval 168 to 178 bgs             ,Screen: 168-178 ft  ,39.90777297,-122.0721508,NAD83     ,02      ,182.42,,04      ,Tehama,5-021.57,Vina,209.0,Observation,Part of a nested/multi-completion well,E037917C,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W27G003M,None
24N02W27G004M,399078N1220721W004,TEH_27G004M screen interval 64 to 74 bgs               ,Screen: 64-74 ft    ,39.90777297,-122.0721508,NAD83     ,02      ,182.42,,04      ,Tehama,5-021.57,Vina,93.0,Observation,Part of a nested/multi-completion well,E037917D,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W27G004M,None
24N02W29N003M,398996N1221227W001,TEH_29N003M screen interval 200 to 290 bgs             ,Screen: 200-290 ft  ,39.89967825,-122.1225721,NAD83     ,,212.45,,,Tehama,5-021.51,Corning,388.0,Observation,Part of a nested/multi-completion well,726917,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W29N003M,None
24N02W29N004M,398996N1221227W002,TEH_29N004M screen interval 590 to 710 bgs             ,Screen: 590-710 ft  ,39.89968728,-122.122572,NAD83     ,,212.45,,,Tehama,5-021.51,Corning,741.0,Observation,Part of a nested/multi-completion well,726917,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N02W29N004M,None
24N03W29Q001M,399030N1222246W001,TEH_29Q001M screen interval 130 to 360 bgs             ,Screen: 130-360 ft  ,39.90310853,-122.2246319,NAD83     ,,314.18,,,Tehama,5-021.51,Corning,372.0,Observation,Part of a nested/multi-completion well,726918,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N03W29Q001M,None
24N03W29Q002M,399030N1222246W002,TEH_29Q002M screen interval 490 to 550 bgs             ,Screen: 490-550 ft  ,39.90311753,-122.2246318,NAD83     ,,314.18,,,Tehama,5-021.51,Corning,575.0,Observation,Part of a nested/multi-completion well,726918,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N03W29Q002M,None
24N03W29Q003M,399030N1222246W003,TEH_29Q003M screen interval 650 to 790 bgs             ,Screen: 650-790 ft  ,39.90312653,-122.2246317,NAD83     ,,314.18,,,Tehama,5-021.51,Corning,844.0,Observation,Part of a nested/multi-completion well,726918,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=24N03W29Q003M,None
25N01W32P001M,399733N1220069W001,TEH_32P001M screen interval 209 to 256 bgs             ,Screen: 209-256 ft  ,39.97344911,-122.0056586,NAD83     ,,303.41,,,Tehama,5-021.56,Los Molinos,330.0,Observation,Part of a nested/multi-completion well,728591,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=25N01W32P001M,None
25N01W32P002M,399733N1220069W002,TEH_32P002M screen interval 440 to 510 bgs             ,Screen: 440-510 ft  ,39.97344911,-122.0056586,NAD83     ,,303.41,,,Tehama,5-021.56,Los Molinos,530.0,Observation,Part of a nested/multi-completion well,728591,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=25N01W32P002M,None
25N01W32P003M,399733N1220069W003,TEH_32P003M screen interval 650 to 660 bgs             ,Screen: 650-660 ft  ,39.97344019,-122.0056704,NAD83     ,,303.41,,,Tehama,5-021.56,Los Molinos,720.0,Observation,Part of a nested/multi-completion well,728591,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=25N01W32P003M,None
25N01W34N002M,399740N1219748W001,TEH_34N002M screen interval 207 to 217 bgs             ,Screen: 207-217 ft  ,39.97354461,-121.9752456,NAD83     ,,366.43,,,Tehama,5-021.57,Vina,263.0,Observation,Part of a nested/multi-completion well,728585,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=25N01W34N002M,None
25N01W34N003M,399740N1219748W002,TEH_34N003M screen interval 625 to 680 bgs             ,Screen: 625-680 ft  ,39.97355361,-121.9752455,NAD83     ,,366.43,,,Tehama,5-021.57,Vina,743.0,Observation,Part of a nested/multi-completion well,728586,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=25N01W34N003M,None
25N03W11B001M,400428N1221665W001,TEH_11B001M screen interval 150 to 180 bgs             ,Screen: 150-180 ft  ,40.04295581,-122.1673223,NAD83     ,,252.1,,,Tehama,5-021.50,Red Bluff,255.0,Observation,Part of a nested/multi-completion well,726919,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=25N03W11B001M,None
25N03W11B002M,400428N1221665W002,TEH_11B002M screen interval 680 to 750 bgs             ,Screen: 680-750 ft  ,40.04296481,-122.1673221,NAD83     ,,252.03,,,Tehama,5-021.50,Red Bluff,789.0,Observation,Part of a nested/multi-completion well,726919,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=25N03W11B002M,None
25N03W11B003M,400428N1221665W003,TEH_11B003M screen interval 940 to 960 bgs             ,Screen: 940-960 ft  ,40.04297381,-122.1673221,NAD83     ,,252.05,,,Tehama,5-021.50,Red Bluff,1000.0,Observation,Part of a nested/multi-completion well,726919,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=25N03W11B003M,None
29N03W18M001M,403672N1222548W001,TEH_18M001M screen interval 125 to 234 bgs             ,Screen: 125-234 ft  ,40.36729403,-122.2548732,NAD83     ,,418.54,,,Tehama,5-006.01,Bowman,234.0,Irrigation,Single Well,68708,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=29N03W18M001M,None
29N04W03R002M,403929N1222944W001,Sha_03R002M screen interval 740-880 ft bgs             ,Screen: 740-880 ft  ,40.39295,-122.29447,NAD83     ,02      ,457.84,,01      ,Shasta,5-006.03,Anderson,917.0,Observation,Part of a nested/multi-completion well,E0112995E,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=29N04W03R002M,None
29N04W03R003M,403929N1222945W001,Sha_03R003M screen interval 515-660 ft bgs             ,Screen: 515-660 ft  ,40.39295,-122.29447,NAD83     ,02      ,457.84,,01      ,Shasta,5-006.03,Anderson,696.0,Observation,Part of a nested/multi-completion well,E0112995D,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=29N04W03R003M,None
29N04W03R004M,403929N1222945W002,Sha_03R004M screened interval 380-390 ft bgs           ,Screen: 380-390 ft  ,40.39295,-122.29447,NAD83     ,02      ,457.84,,01      ,Shasta,5-006.03,Anderson,438.0,Observation,Part of a nested/multi-completion well,E0112995C,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=29N04W03R004M,None
29N04W03R005M,403929N1222945W003,Sha_03R005M screened interval 128-188 ft bgs           ,Screen: 128-188 ft  ,40.39295,-122.29447,NAD83     ,02      ,457.84,,01      ,Shasta,5-006.03,Anderson,254.0,Observation,Part of a nested/multi-completion well,E0112995B,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=29N04W03R005M,None
29N04W03R006M,403929N1222945W004,Sha_03R006M screened interval 40-60 ft bgs             ,Screen: 40-60 ft    ,40.39295,-122.29447,NAD83     ,02      ,457.84,,01      ,Shasta,5-006.03,Anderson,76.0,Observation,Part of a nested/multi-completion well,E0112995A,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=29N04W03R006M,None
29N04W20A001M,403585N1223338W001,TEH_20A001M screen interval 755 to 855 bgs             ,Screen: 755-855 ft  ,40.35856858,-122.3338504,NAD83     ,,451.48,,,Tehama,5-006.01,Bowman,876.0,Observation,Part of a nested/multi-completion well,E055975A,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=29N04W20A001M,None
29N04W20A002M,403585N1223338W002,TEH_20A002M screen interval 360 to 430 bgs             ,Screen: 360-430 ft  ,40.35856858,-122.3338504,NAD83     ,,451.48,,,Tehama,5-006.01,Bowman,451.0,Observation,Part of a nested/multi-completion well,055975B,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=29N04W20A002M,None
29N04W20A003M,403585N1223338W003,TEH_20A003M screen interval 154 to 189 bgs             ,Screen: 154-189 ft  ,40.35856858,-122.3338504,NAD83     ,,451.48,,,Tehama,5-006.01,Bowman,194.0,Observation,Part of a nested/multi-completion well,E055975C,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=29N04W20A003M,None
29N04W20A004M,403585N1223338W004,TEH_20A004M screen interval 50 to 60 bgs               ,Screen: 50-60 ft    ,40.35856858,-122.3338504,NAD83     ,,451.48,,,Tehama,5-006.01,Bowman,76.0,Observation,Part of a nested/multi-completion well,E055975D,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=29N04W20A004M,None
30N03W18B001M,404614N1222443W001,SHA_18B001M screen interval 30 to 50 bgs               ,Screen: 30-50 ft    ,40.46132469,-122.2442933,NAD83     ,,400.12,,,Shasta,5-006.03,Anderson,55.0,Observation,Single Well,1077142,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N03W18B001M,None
30N03W18B002M,404614N1222443W002,SHA_18B002M screen interval 110 to 160 bgs             ,Screen: 110-160 ft  ,40.46132439,-122.2442461,NAD83     ,,400.1,,,Shasta,5-006.03,Anderson,164.0,Observation,Single Well,1077141,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N03W18B002M,None
30N03W30Q002M,404195N1222463W001,SHA_30Q002M screen interval 70 to 100 bgs              ,Screen: 70-100 ft   ,40.41952733,-122.2463407,NAD83     ,,445.09,,,Shasta,5-006.03,Anderson,103.0,Observation,Single Well,1077144,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N03W30Q002M,None
30N03W32P003M,404061N1222301W001,SHA_32P003M screen interval 60 to 100 bgs              ,Screen: 60-100 ft   ,40.40599656,-122.2300515,NAD83     ,,434.07,,,Shasta,5-006.03,Anderson,101.0,Observation,Single Well,1077140,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N03W32P003M,None
30N04W10H002M,404707N1222954W001,SHA_10H002M screen interval 20 to 40 bgs               ,Screen: 20-40 ft    ,40.47065647,-122.2953967,NAD83     ,,410.47,,,Shasta,5-006.03,Anderson,40.0,Observation,Single Well,1077138,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N04W10H002M,None
30N04W10H003M,404707N1222954W002,SHA_10H003M screen interval 100 to 150 bgs             ,Screen: 100-150 ft  ,40.47069244,-122.2953845,NAD83     ,,410.57,,,Shasta,5-006.03,Anderson,150.0,Observation,Single Well,1077136,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N04W10H003M,None
30N04W10H004M,404705N1222952W001,SHA_10H004M screen interval 35 to 55 bgs               ,10H004M shallow     ,40.470492,-122.295152,WGS84     ,02      ,418.8,,02      ,Shasta,5-006.03,Anderson,62.0,Observation,Single Well,0962986,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N04W10H004M,None
30N04W10H005M,404704N1222952W001,SHA_10H005M screen interval 110 to 160 bgs             ,ACID 10H005M        ,40.470449,-122.295176,WGS84     ,02      ,418.7,,02      ,Shasta,5-006.03,Anderson,161.0,Observation,Single Well,0962985,http://wdl.water.ca.gov/waterdatalibrary/docs/Hydstra/index.cfm?site=30N04W10H005M,None
